Loss	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
-0.08940772	10.439297914505005	0	14.121693	9.720304	63.0	3.0	14.121693121693122	9.720303953576627	8007	8007
-0.045518253	14.949918985366821	1	28.397163	16.194902	110.0	5.0	28.397163120567377	16.19490307378023	8008	16015
-0.031927694	19.0787091255188	2	46.43931	25.317476	135.0	10.0	46.4393063583815	25.317476967132585	8034	24049
-0.0398161	23.19243884086609	3	45.23729	22.751425	132.0	9.0	45.23728813559322	22.75142435453033	8007	32056
-0.024112057	27.36237096786499	4	44.20765	26.88105	183.0	7.0	44.20765027322405	26.88104836395803	8090	40146
-0.04151195	31.56009292602539	5	54.966217	31.807152	183.0	7.0	54.96621621621622	31.807150211892594	8135	48281
-0.027883843	35.67888808250427	6	66.775	35.617756	232.0	12.0	66.775	35.61775364898803	8013	56294
-0.03253772	39.802186727523804	7	95.40476	47.349792	233.0	8.0	95.4047619047619	47.34979233816258	8014	64308
-0.03673451	43.943732023239136	8	107.48	49.73057	220.0	17.0	107.48	49.73057007515598	8061	72369
-0.03301436	48.18514394760132	9	98.987656	43.625935	252.0	20.0	98.98765432098766	43.625933454843484	8018	80387
-0.03881702	52.3517279624939	10	102.455696	38.166786	264.0	34.0	102.45569620253164	38.16678835553316	8094	88481
-0.029345745	56.472739934921265	11	96.6265	32.879005	175.0	27.0	96.62650602409639	32.87900815031924	8020	96501
-0.022144064	60.57049298286438	12	103.90909	39.34964	218.0	12.0	103.9090909090909	39.3496420941765	8001	104502
-0.026014477	64.7323317527771	13	118.76471	45.975414	250.0	36.0	118.76470588235294	45.97541467268413	8076	112578
-0.0027000727	68.87101292610168	14	116.85507	41.325947	244.0	57.0	116.85507246376811	41.32594909343293	8063	120641
-0.00054372294	73.02328395843506	15	110.72603	46.922043	316.0	38.0	110.72602739726027	46.92204560407061	8083	128724
0.0117615145	77.24113893508911	16	124.07576	49.22284	277.0	51.0	124.07575757575758	49.222842260312994	8189	136913
-0.009522356	81.4151177406311	17	129.33871	48.134872	274.0	51.0	129.33870967741936	48.1348721917459	8019	144932
-0.004033683	85.71201682090759	18	180.33333	96.370125	438.0	67.0	180.33333333333334	96.37011985050138	8115	153047
-0.023339754	90.77340507507324	19	595.13336	295.11758	1000.0	170.0	595.1333333333333	295.11757355708625	8927	161974
-0.026162121	95.23138904571533	20	448.0	231.73045	990.0	202.0	448.0	231.73044685582428	8064	170038
-0.031361043	100.00205278396606	21	418.85715	298.7052	1000.0	52.0	418.85714285714283	298.70518762761094	8796	178834
-0.030842895	104.817626953125	22	540.5625	280.15552	1000.0	86.0	540.5625	280.155530185913	8649	187483
-0.010024521	109.71650171279907	23	624.9286	364.8944	1000.0	102.0	624.9285714285714	364.89440043578054	8749	196232
-0.009861473	114.55723595619202	24	661.53845	352.3985	1000.0	134.0	661.5384615384615	352.3985102964705	8600	204832
-0.020105597	119.62167692184448	25	810.5455	284.16553	1000.0	213.0	810.5454545454545	284.1655611007472	8916	213748
-0.013241943	124.64047598838806	26	806.1818	262.58673	1000.0	286.0	806.1818181818181	262.58671924521803	8868	222616
-0.018732201	129.13373398780823	27	889.2222	169.53384	1000.0	511.0	889.2222222222222	169.53385619120957	8003	230619
-0.016283125	133.838476896286	28	928.8889	136.73448	1000.0	613.0	928.8888888888889	136.734490848704	8360	238979
-0.003507147	138.60276007652283	29	767.0909	310.27567	1000.0	132.0	767.0909090909091	310.2756705504594	8438	247417
0.0074974615	142.94465589523315	30	237.44118	197.87492	1000.0	77.0	237.44117647058823	197.8749146150417	8073	255490
0.0036912465	147.19852709770203	31	132.45901	61.79516	413.0	66.0	132.45901639344262	61.795159705003954	8080	263570
-0.0035396672	151.43625497817993	32	146.58928	74.35239	417.0	65.0	146.58928571428572	74.35238894848597	8209	271779
0.002257594	155.8691189289093	33	299.5357	183.06	880.0	80.0	299.5357142857143	183.05999838906394	8387	280166
-0.020609915	160.50348591804504	34	752.63635	319.0498	1000.0	178.0	752.6363636363636	319.04980310212403	8279	288445
-0.0076963035	165.59424996376038	35	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	297445
0.0060691703	170.76884198188782	36	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	306445
-0.01543896	175.86029696464539	37	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	315445
0.00078058674	180.79648804664612	38	957.55554	92.10514	1000.0	710.0	957.5555555555555	92.10514657005523	8618	324063
0.0048600216	185.96213793754578	39	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	333063
-0.00885658	191.04494500160217	40	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	342063
-0.0112593565	195.98466277122498	41	787.9091	286.73093	1000.0	236.0	787.9090909090909	286.7309332792218	8667	350730
0.00291718	200.49881601333618	42	742.9091	261.55215	1000.0	261.0	742.9090909090909	261.55216915575875	8172	358902
0.004314345	205.25243496894836	43	921.2222	222.8172	1000.0	291.0	921.2222222222222	222.8172034938943	8291	367193
-0.01702635	210.38130593299866	44	999.6667	0.94280905	1000.0	997.0	999.6666666666666	0.9428090415820634	8997	376190
-0.0015204379	215.53481674194336	45	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	385190
-0.009460804	220.77893686294556	46	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	394190
-0.008440485	225.9129250049591	47	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	403190
-0.006946807	231.00566005706787	48	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	412190
-0.0010421214	236.2007439136505	49	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	421190
-0.002812775	241.3116979598999	50	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	430190
-0.0035826864	246.4934480190277	51	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	439190
0.004256986	251.4169249534607	52	866.5	238.57463	1000.0	236.0	866.5	238.57462144997737	8665	447855
0.007684669	256.45302414894104	53	561.1875	412.85034	1000.0	68.0	561.1875	412.8503389168404	8979	456834
0.0066038324	261.12552189826965	54	315.92593	325.34836	1000.0	67.0	315.9259259259259	325.34835187624225	8530	465364
-0.008561196	265.60965490341187	55	383.7619	398.29077	1000.0	58.0	383.76190476190476	398.2907414681253	8059	473423
0.0029350836	269.8621211051941	56	125.55385	106.26586	590.0	56.0	125.55384615384615	106.26585395119322	8161	481584
-0.018620012	273.979120016098	57	77.0	20.66677	241.0	53.0	77.0	20.66677005764047	8008	489592
-0.013415222	278.129686832428	58	72.990906	13.824548	128.0	50.0	72.99090909090908	13.824546978962953	8029	497621
-0.0035763145	282.2454297542572	59	95.32143	33.303856	267.0	57.0	95.32142857142857	33.30385388620166	8007	505628
0.0077015404	286.90096378326416	60	829.7	264.70135	1000.0	348.0	829.7	264.701360026729	8297	513925
-0.0011765518	292.0360851287842	61	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	522925
0.015451716	297.2219569683075	62	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	531925
-0.01927382	302.237979888916	63	980.1111	56.254272	1000.0	821.0	980.1111111111111	56.254272814396444	8821	540746
-0.015988532	307.09965085983276	64	938.1111	175.0482	1000.0	443.0	938.1111111111111	175.04821205373642	8443	549189
-0.0022227233	312.28176069259644	65	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	558189
-0.011386911	316.96915578842163	66	920.7778	170.43198	1000.0	465.0	920.7777777777778	170.43198563765858	8287	566476
-0.0021014682	321.6364469528198	67	909.8889	254.87271	1000.0	189.0	909.8888888888889	254.87271090768448	8189	574665
-0.0027644858	326.73307394981384	68	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	583665
-0.013044112	331.48766589164734	69	932.1111	192.01878	1000.0	389.0	932.1111111111111	192.01877480221358	8389	592054
-0.011264723	336.7862720489502	70	956.55554	122.87944	1000.0	609.0	956.5555555555555	122.87944508619559	8609	600663
-0.010661764	341.9206118583679	71	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	609663
0.0058715497	347.07068610191345	72	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	618663
0.007978529	352.218868970871	73	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	627663
0.009299162	357.3666880130768	74	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	636663
-0.002892361	362.5432200431824	75	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	645663
-0.007886772	367.0781331062317	76	889.6667	312.0698	1000.0	7.0	889.6666666666666	312.069792763663	8007	653670
0.0036237843	372.22431802749634	77	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	662670
-0.008093872	376.7792830467224	78	889.8889	311.44125	1000.0	9.0	889.8888888888889	311.44125340260825	8009	670679
0.008375807	381.9324460029602	79	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	679679
-0.012360246	386.8277018070221	80	789.5455	354.13336	1000.0	6.0	789.5454545454545	354.1333502398018	8685	688364
-0.010404807	391.38590693473816	81	579.5714	339.63104	1000.0	75.0	579.5714285714286	339.631042306146	8114	696478
-0.009287546	396.36128997802734	82	866.8	266.48444	1000.0	319.0	866.8	266.4844460751884	8668	705146
0.016242117	400.8923189640045	83	892.6667	303.5845	1000.0	34.0	892.6666666666666	303.5845113894244	8034	713180
0.0039566252	406.0095040798187	84	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	722180
0.007688161	411.1444969177246	85	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	731180
-0.004738226	416.3220057487488	86	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	740180
4.930666e-05	421.47388195991516	87	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	749180
0.00053538854	426.5741457939148	88	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	758180
0.0021208364	431.7046217918396	89	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	767180
-0.003299181	436.7820348739624	90	988.8889	20.97853	1000.0	944.0	988.8888888888889	20.978531059921682	8900	776080
0.003574328	441.93590784072876	91	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	785080
0.0033377677	447.06454396247864	92	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	794080
0.0094226925	452.1696968078613	93	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	803080
-0.0046763085	457.2941138744354	94	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	812080
-0.0011135075	462.3506119251251	95	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	821080
0.01629848	467.42632508277893	96	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	830080
0.012573213	472.54192185401917	97	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	839080
-0.0009977171	477.64224004745483	98	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	848080
-0.00049133896	482.7791020870209	99	1000.0	0.0	1000.0	1000.0	1000.0	0.0	9000	857080
