,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-149.17445206897733,16.91071283884849,-171.15643038851388,-119.3044662644517,,
1,0,-483.5951787604872,122.58309669038154,-684.2493768630479,-263.68240545428336,20.07561683654785,0.18990717828273773
2,1,-132.01316312375815,20.974156551295994,-165.57079115994716,-87.67807052547514,29.49786949157715,0.06972102075815201
3,2,-107.89665372306521,13.46759312968578,-135.24291204233143,-90.46820128442423,0.08160234242677689,0.021050913259387016
4,3,-61.932562024654246,37.4819529586361,-130.50787354508753,11.68341257303939,0.02932203933596611,0.021667536348104477
5,4,4.73220472674495,37.2262444024297,-84.80265516576499,50.462966698240365,0.021705131977796555,0.012872807681560516
6,5,18.35860934081882,24.90334036565487,-20.977830240107657,65.84162138607633,0.012527418322861195,0.012505905702710152
7,6,73.51694937369695,27.677061278493987,16.7483886726881,104.53973329318121,0.010750305838882923,0.0077654290944337845
8,7,140.39017580877595,25.57478218818945,100.15677731309879,184.44541807938435,0.0077863880433142185,0.006713992916047573
9,8,138.4127726537981,32.212694866727965,93.48183721465224,210.71961314617045,0.009143872186541557,0.007897362112998962
10,9,235.35192772608866,35.18715277043739,173.07658069648954,290.8845393053078,0.009455804713070393,0.01004927046597004
11,10,260.37700749784216,35.142683616433985,207.4341523248508,319.01911049330204,0.008154645562171936,0.0051207090727984905
