Iteration	MeanRewardFor100Episodes	BestMeanEpisodeReward	Episodes	TimeSpent
60000	-20.49230769230769	-inf	65	None
70000	-20.473684210526315	-inf	76	0.9303677797317504
80000	-20.45977011494253	-inf	87	0.9522225658098856
90000	-20.459183673469386	-inf	98	0.9451446334520975
100000	-20.41	-20.41	109	0.9312348047892253
110000	-20.38	-20.38	120	0.9333563009897868
120000	-20.39	-20.37	131	0.9512471795082093
130000	-20.33	-20.33	142	0.9352106849352518
140000	-20.34	-20.31	153	0.9368700663248698
150000	-20.32	-20.31	163	0.9380779465039571
160000	-20.36	-20.31	175	0.9393903175989787
170000	-20.35	-20.31	186	0.9422287662823995
180000	-20.35	-20.31	197	0.9453516165415446
190000	-20.37	-20.31	208	0.9452750325202942
200000	-20.39	-20.31	219	0.9727209170659383
210000	-20.39	-20.31	229	0.9470233281453451
220000	-20.35	-20.31	240	0.9469265143076578
230000	-20.28	-20.25	250	0.9548273046811422
240000	-20.3	-20.25	260	0.9535150806109111
250000	-20.27	-20.25	271	0.95086141427358
260000	-20.25	-20.24	282	0.954130228360494
270000	-20.2	-20.2	293	0.9538293838500976
280000	-20.23	-20.2	303	0.957862663269043
290000	-20.2	-20.19	315	0.9593919197718302
300000	-20.17	-20.16	326	0.959956169128418
310000	-20.21	-20.16	337	0.9636244495709737
320000	-20.29	-20.16	348	0.9818706512451172
330000	-20.25	-20.16	358	0.9631516178448994
340000	-20.19	-20.16	368	0.9663184523582459
350000	-20.21	-20.16	379	0.9707235972086589
360000	-20.28	-20.16	390	0.9691029191017151
370000	-20.28	-20.16	401	0.9731651504834493
380000	-20.29	-20.16	411	0.9741378029187521
390000	-20.27	-20.16	422	0.9759813706080119
400000	-20.36	-20.16	434	0.9741072297096253
410000	-20.35	-20.16	445	0.9742381652196248
420000	-20.36	-20.16	455	0.9740550359090169
430000	-20.43	-20.16	467	0.9797362844149272
440000	-20.39	-20.16	478	0.9844130873680115
450000	-20.34	-20.16	488	0.9988143841425577
460000	-20.34	-20.16	499	0.9861662348111471
470000	-20.33	-20.16	510	0.9993555863698323
480000	-20.3	-20.16	521	1.024664298693339
490000	-20.27	-20.16	533	1.0270740826924643
500000	-20.25	-20.16	544	1.0270593523979188
510000	-20.26	-20.16	554	1.028614350159963
520000	-20.23	-20.16	566	1.0020669182141622
530000	-20.24	-20.16	577	0.9998589515686035
540000	-20.24	-20.16	588	0.9999842206637065
550000	-20.21	-20.16	599	1.0021705826123555
560000	-20.22	-20.16	610	1.0313768664995828
570000	-20.19	-20.16	620	1.0389949321746825
580000	-20.13	-20.13	631	1.0162290493647257
590000	-20.15	-20.12	642	1.0296597838401795
600000	-20.13	-20.12	653	1.0212753017743428
610000	-20.13	-20.12	663	1.0428181648254395
620000	-20.17	-20.12	674	1.0447092175483703
630000	-20.17	-20.12	684	1.0441848834355671
640000	-20.18	-20.12	695	1.0138561487197877
650000	-20.11	-20.11	706	1.0117508014043173
660000	-20.09	-20.07	716	1.0098661025365194
670000	-20.03	-20.02	727	1.0150643825531005
680000	-20.03	-20.02	738	1.0300666332244872
690000	-20.05	-20.02	749	1.0144851485888162
700000	-20.07	-20.02	760	1.0180198510487874
710000	-20.03	-20.02	771	1.0175543030103047
720000	-20.01	-20.01	782	1.020311669508616
730000	-20.03	-20.01	792	1.0215959350268047
740000	-20.09	-20.01	803	1.0218031366666158
750000	-20.12	-20.01	813	1.0230475465456645
760000	-20.2	-20.01	824	1.0268907348314922
770000	-20.28	-20.01	835	1.0301583965619405
780000	-20.27	-20.01	846	1.0279887000719705
790000	-20.27	-20.01	857	1.029457970460256
800000	-20.29	-20.01	868	1.0384947180747985
810000	-20.32	-20.01	879	1.03349369764328
820000	-20.26	-20.01	890	1.0331494331359863
830000	-20.23	-20.01	900	1.0343147794405618
840000	-20.24	-20.01	911	1.0351114312807719
850000	-20.19	-20.01	921	1.034344784418742
860000	-20.08	-20.01	932	1.0378979643185933
870000	-20.07	-20.01	942	1.0413018385569255
880000	-20.01	-20.0	954	1.0432844201723734
890000	-19.94	-19.94	964	1.0434420506159465
900000	-19.89	-19.89	975	1.0429372509320578
910000	-19.91	-19.84	986	1.0465503652890524
920000	-19.96	-19.84	998	1.0486555178960164
930000	-19.94	-19.84	1009	1.0715117732683817
940000	-19.94	-19.84	1020	1.050522752602895
950000	-19.95	-19.84	1030	1.0512699643770853
960000	-19.92	-19.84	1041	1.0524776657422383
970000	-19.9	-19.84	1052	1.0549766023953755
980000	-19.9	-19.84	1063	1.061958869298299
990000	-19.94	-19.84	1074	1.068094301223755
1000000	-19.97	-19.84	1085	1.0600001295407613
1010000	-19.85	-19.84	1095	1.0555638035138448
1020000	-19.77	-19.76	1105	1.0576122005780537
1030000	-19.7	-19.68	1116	1.0572675983111064
1040000	-19.62	-19.62	1125	1.058435034751892
1050000	-19.53	-19.52	1135	1.0599002838134766
1060000	-19.44	-19.44	1145	1.0613137523333231
1070000	-19.34	-19.34	1155	1.0594615618387857
1080000	-19.28	-19.28	1165	1.0611319343249004
1090000	-19.21	-19.2	1176	1.0609928886095683
1100000	-19.18	-19.14	1186	1.0591950337092082
1110000	-19.2	-19.14	1197	1.0639974355697632
1120000	-19.12	-19.12	1207	1.0637153307596843
1130000	-19.02	-19.02	1217	1.0647936781247458
1140000	-19.01	-19.01	1227	1.063895579179128
1150000	-19.03	-18.96	1237	1.0641995191574096
1160000	-19.01	-18.96	1247	1.0638694047927857
1170000	-19.0	-18.96	1257	1.0684192299842834
1180000	-18.97	-18.94	1267	1.0661997119585673
1190000	-18.92	-18.92	1278	1.0669224341710408
1200000	-18.76	-18.75	1287	1.067142697175344
1210000	-18.61	-18.61	1296	1.0671773354212444
1220000	-18.42	-18.42	1304	1.073135499159495
1230000	-18.36	-18.36	1313	1.070320149262746
1240000	-18.29	-18.29	1321	1.0692824482917787
1250000	-18.16	-18.15	1330	1.0738686601320901
1260000	-18.09	-18.08	1339	1.066159999370575
1270000	-18.07	-18.06	1349	1.0679455995559692
1280000	-17.93	-17.93	1357	1.0675278186798096
1290000	-17.93	-17.92	1366	1.0684098800023396
1300000	-17.67	-17.67	1375	1.070750645796458
1310000	-17.53	-17.49	1383	1.06860906680425
1320000	-17.47	-17.45	1391	1.07302614847819
1330000	-17.39	-17.34	1399	1.0721918145815532
1340000	-17.18	-17.18	1406	1.069753630956014
1350000	-17.16	-17.15	1413	1.0694746017456054
1360000	-16.86	-16.86	1420	1.0692726174990337
1370000	-16.8	-16.77	1427	1.0663103183110556
1380000	-16.5	-16.5	1434	1.0728473862012227
1390000	-16.1	-16.1	1439	1.066293446222941
1400000	-15.63	-15.63	1445	1.0767235000928244
1410000	-15.29	-15.29	1450	1.0674981156984964
1420000	-15.06	-15.03	1456	1.0682731469472249
1430000	-14.81	-14.81	1463	1.0718639492988586
1440000	-14.53	-14.53	1469	1.067840083440145
1450000	-14.27	-14.27	1475	1.0715675314267477
1460000	-14.1	-14.1	1480	1.075926681359609
1470000	-13.78	-13.78	1486	1.072319714228312
1480000	-13.47	-13.47	1492	1.0685258507728577
1490000	-13.27	-13.27	1498	1.0739047646522522
1500000	-12.95	-12.95	1503	1.0714545488357543
1510000	-12.68	-12.68	1508	1.068230152130127
1520000	-12.29	-12.29	1513	1.0673251827557881
1530000	-12.16	-12.16	1517	1.067984131971995
1540000	-11.85	-11.85	1523	1.072046732902527
1550000	-11.49	-11.49	1527	1.071381652355194
1560000	-11.32	-11.32	1532	1.0736333012580872
1570000	-11.13	-11.13	1537	1.0695553024609883
1580000	-10.95	-10.95	1542	1.0705393314361573
1590000	-10.89	-10.89	1546	1.0723666310310365
1600000	-10.76	-10.76	1551	1.0734849135080973
1610000	-10.56	-10.56	1555	1.070349383354187
1620000	-10.29	-10.29	1560	1.0687904357910156
