,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-160.14024409106872,46.49491467658214,-248.43002406237125,-87.46842200250023,,
1,0,-199.13348916305148,158.66669170534502,-502.72181519579914,135.0969073573859,16.037860870361328,0.15013079345226288
2,1,-171.72218058168704,57.05214517766468,-244.40938475818962,-82.07291134992555,14.762725830078125,0.0640505850315094
3,2,-111.52332303779329,14.098934660747455,-132.94327106723438,-94.35438515916749,0.11551977694034576,0.0487746000289917
4,3,-121.33474109227618,36.06908291028314,-204.34857796956192,-56.31766469516484,0.029140997678041458,0.033430371433496475
5,4,-52.42481803378755,19.471725043791437,-94.88414179332985,-15.47924757340586,0.025239164009690285,0.017211206257343292
6,5,43.463393597441204,27.61472003487855,-23.527106351843013,76.12256859293257,0.02030847780406475,0.012298046611249447
7,6,142.35875984688897,32.13646378015317,69.49206124800871,191.34841036670122,0.012350929901003838,0.00914859026670456
8,7,181.83568208159664,16.021668355491197,146.5310106694937,205.29256187276718,0.009339405223727226,0.012087816372513771
9,8,205.7579602858355,35.65878574254859,136.15088335480775,263.57325063597074,0.009579752571880817,0.0074194916523993015
10,9,132.184994275364,24.15991442503819,100.26365248892135,180.95422662214924,0.007989417761564255,0.009835745207965374
11,10,293.98219163547554,52.01586475141033,224.1399519668472,388.69797566573067,0.007437718566507101,0.006822696886956692
