,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-143.50544021430625,37.60918307748169,-217.7174095189644,-84.64466292496908,,
1,0,-119.63425125087171,150.19243923971763,-347.26201920236485,99.7558546862313,15.42689323425293,0.12728551030158997
2,1,-193.9826638564105,68.37185914349199,-349.61297723445966,-133.80433372170754,63.6233024597168,0.07141868025064468
3,2,-60.74381081268932,63.226976069633714,-189.01834372494602,26.57125215086215,0.2170606106519699,0.02788301184773445
4,3,-47.77813797270744,44.076765632190174,-108.03953758519619,28.893221296990788,0.030293365940451622,0.04720135033130646
5,4,-53.495619700576654,37.90932993434019,-116.22939825344487,9.042491854501948,0.02328825555741787,0.018099471926689148
6,5,-1.0109184011352306,24.617087426316626,-34.16223810439076,42.45210275421298,0.016813721507787704,0.019837381318211555
7,6,5.845557271796342,30.08283878378221,-38.97686405433858,49.030290915619204,0.01372595690190792,0.009767579846084118
8,7,70.35513361331068,31.863101058541606,5.472142234123436,124.73001626283119,0.010086911730468273,0.007611487992107868
9,8,120.70492744997516,27.182170784958867,67.5461510034334,166.39012900470408,0.010393386706709862,0.01067228801548481
10,9,129.79325980576866,45.41251291126845,30.65398723723844,200.95060627939557,0.00983759667724371,0.006492024287581444
11,10,128.45242293707184,24.095317189629224,82.3571006697413,166.73073768427668,0.0058968281373381615,0.009344237856566906
