Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
27.543488025665283	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.0377925e-07	-1.0377925e-07	-0.6940108	0.009731276	0.001289349	0.0	0.6941396	30049	30049
49.91907000541687	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-8.201955e-10	-8.201955e-10	-0.6931473	1.1920929e-07	5.456477e-07	0.0	0.69314724	30049	60098
70.6133918762207	2	0.07035176	0.98993695	14.0	0.0	151.0	0.0	0.0004659057	0.0004659057	0.0004659057	0.0004659057	-0.6931473	1.1920929e-07	1.192093e-07	0.0	0.6931472	30049	90147
91.18493175506592	3	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	-0.6931473	1.1920929e-07	2.1316282e-14	0.0	0.6931472	30049	120196
111.7849988937378	4	0.08040201	0.89305973	12.0	0.0	151.0	0.0	0.00053246366	0.00053246366	0.00053246366	0.00053246366	-0.6931473	1.1920929e-07	7.1054274e-14	0.0	0.6931472	30049	150245
132.2486081123352	5	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-3.2641095e-10	-3.2641095e-10	-0.6931473	1.1920929e-07	2.6700352e-06	2.403133e-05	0.6931474	30049	180294
153.53940105438232	6	0.14572865	2.0505838	29.0	0.0	151.0	0.0	0.00096509035	0.00096509035	0.00096509035	0.00096509035	-0.6931473	1.1920929e-07	-2.3841625e-07	2.842171e-14	0.6931472	30049	210343
173.98733401298523	7	0.025125628	0.35354894	5.0	0.0	151.0	0.0	0.0001663949	0.0001663949	0.0001663949	0.0001663949	-0.6931473	1.1920929e-07	7.787312e-07	0.0	0.69314724	30049	240392
194.32875800132751	8	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.5381255e-12	-4.5381255e-12	-0.6931473	1.1920929e-07	4.5944762e-07	0.0	0.69314724	30049	270441
215.2246289253235	9	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	-0.6931473	1.1920929e-07	-5.292077e-07	0.0	0.6931471	30049	300490
236.30886888504028	10	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	-0.6931473	1.1920929e-07	2.0086009e-07	0.0	0.6931472	30049	330539
257.24705481529236	11	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	-0.6931473	1.1920929e-07	-5.3340045e-07	0.0	0.6931471	30049	360588
277.6269588470459	12	0.0050251256	0.070709795	1.0	0.0	151.0	0.0	3.327898e-05	3.327898e-05	3.327898e-05	3.327898e-05	-0.6931473	1.1920929e-07	7.132767e-07	0.0	0.69314724	30049	390637
298.4172480106354	13	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	-0.6931473	1.1920929e-07	7.5169373e-07	0.0	0.69314724	30049	420686
319.39496088027954	14	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	-0.6931473	1.1920929e-07	2.265042e-07	0.0	0.6931472	30049	450735
340.0749728679657	15	0.015075377	0.21212934	3.0	0.0	151.0	0.0	9.9836936e-05	9.9836936e-05	9.9836936e-05	9.9836936e-05	-0.6931473	1.1920929e-07	3.5928315e-07	0.0	0.69314724	30049	480784
360.99725794792175	16	0.28643215	4.0304575	57.0	0.0	151.0	0.0	0.0018969018	0.0018969018	0.0018969018	0.0018969018	-0.6931473	1.1920929e-07	-2.3531265e-07	0.0	0.6931472	30049	510833
381.58034586906433	17	0.055276383	0.77780753	11.0	0.0	151.0	0.0	0.00036606877	0.00036606877	0.00036606877	0.00036606877	-0.6931473	1.1920929e-07	3.718742e-07	0.0	0.69314724	30049	540882
401.917457818985	18	0.06532663	0.91922736	13.0	0.0	151.0	0.0	0.00043262672	0.00043262672	0.00043262672	0.00043262672	-0.6931473	1.1920929e-07	1.0738295e-06	0.0	0.6931473	30049	570931
423.13658809661865	19	0.37688443	3.3480918	33.0	0.0	151.0	0.0	0.0024959233	0.0024959233	0.0024959233	0.0024959233	-0.6931473	1.1920929e-07	-5.960464e-07	0.0	0.6931471	30049	600980
443.5560567378998	20	0.07537688	1.0606467	15.0	0.0	151.0	0.0	0.00049918465	0.00049918465	0.00049918465	0.00049918465	-0.6931473	1.1920929e-07	-3.5762775e-07	2.842171e-14	0.6931471	30049	631029
464.53438997268677	21	0.2361809	3.32336	47.0	0.0	151.0	0.0	0.0015641119	0.0015641119	0.0015641119	0.0015641119	-0.6931473	1.1920929e-07	-1.1920926e-07	2.1316282e-14	0.6931472	30049	661078
485.26682591438293	22	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	-0.6931473	1.1920929e-07	3.5527137e-14	0.0	0.6931472	30049	691127
506.23289608955383	23	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	-0.6931473	1.1920929e-07	3.5527137e-14	0.0	0.6931472	30049	721176
527.3037919998169	24	0.3115578	3.0937471	32.0	0.0	151.0	0.0	0.0020632965	0.0020632965	0.0020632965	0.0020632965	-0.6931473	1.1920929e-07	-3.576278e-07	5.684342e-14	0.6931471	30049	751225
547.9986088275909	25	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	-0.6931473	1.1920929e-07	-1.19208835e-07	0.0	0.6931472	30049	781274
