Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	14.570922136306763	1000	2000	-0.10937612852624512	-779.0972112513791	5	2000
1	28.11434006690979	1000	3000	-0.10937612852624512	-3004.609109957563	6	3000
2	41.46753120422363	1000	4000	-0.10937612852624512	-2975.2553776053655	7	4000
3	55.031989097595215	1000	5000	-0.10937612852624512	-2660.500211000261	8	5000
4	68.5807089805603	1000	6000	-0.10937612852624512	-2715.289905893188	9	6000
5	82.29719591140747	1000	7000	-0.10937612852624512	-71.50955958771085	13	7000
6	95.81603693962097	1000	8000	-0.10937612852624512	-143.27842487990296	15	8000
7	109.29936814308167	1000	9000	-0.10937612852624512	-110.7439915189754	20	9000
8	122.78079915046692	1000	10000	-0.10937612852624512	-2441.6292940366716	21	10000
9	136.29064512252808	1000	11000	-0.10937612852624512	-149.77465130155997	27	11000
10	149.7661600112915	1000	12000	-0.10937612852624512	-85.96670101182727	31	12000
11	163.14813899993896	1000	13000	-0.10937612852624512	-134.65193186825488	38	13000
12	176.62536787986755	1000	14000	-0.10937612852624512	-31.31441772938576	41	14000
13	190.0500349998474	1000	15000	-0.10937612852624512	-20.592310867251506	61	15000
14	203.42137598991394	1000	16000	-0.10937612852624512	-76.38917361279915	69	16000
15	216.7869210243225	1000	17000	-0.10937612852624512	-27.269118508654557	76	17000
16	230.15757083892822	1000	18000	-0.10937612852624512	-87.55521156483125	84	18000
17	243.52857208251953	1000	19000	-0.10937612852624512	-189.7524899808465	89	19000
18	256.91557216644287	1000	20000	-0.10937612852624512	-2727.037101168405	90	20000
19	270.30402994155884	1000	21000	-0.10937612852624512	-112.69114827480509	106	21000
20	283.69218397140503	1000	22000	-0.10937612852624512	-24.103269089495463	110	22000
21	297.16804218292236	1000	23000	-0.10937612852624512	-48.770888220138744	140	23000
22	310.5653851032257	1000	24000	-0.10937612852624512	-70.56955973468511	148	24000
23	323.9444420337677	1000	25000	-0.10937612852624512	-70.66281844305117	155	25000
24	337.3264060020447	1000	26000	-0.10937612852624512	-2876.8068525030126	156	26000
25	350.7002730369568	1000	27000	-0.10937612852624512	-2980.5915488541705	157	27000
26	364.0881690979004	1000	28000	-0.10937612852624512	-2983.007908265266	158	28000
27	377.5391209125519	1000	29000	-0.10937612852624512	-31.11246025444763	160	29000
28	390.92055583000183	1000	30000	-0.10937612852624512	-2982.6473945138255	161	30000
29	404.2862150669098	1000	31000	-0.10937612852624512	-2992.777039083888	162	31000
30	417.66960191726685	1000	32000	-0.10937612852624512	-2951.6659904573467	163	32000
31	431.035658121109	1000	33000	-0.10937612852624512	-2973.5837158955865	164	33000
32	444.4485158920288	1000	34000	-0.10937612852624512	-2924.4122686923124	165	34000
33	457.84501600265503	1000	35000	-0.10937612852624512	-2916.0736171306403	166	35000
34	471.2308020591736	1000	36000	-0.10937612852624512	-38.129834953913125	168	36000
35	484.621239900589	1000	37000	-0.10937612852624512	-2926.731288140627	169	37000
36	498.02223086357117	1000	38000	-0.10937612852624512	-3011.091770976063	170	38000
37	511.3867950439453	1000	39000	-0.10937612852624512	-2992.1580158463094	171	39000
38	524.7567739486694	1000	40000	-0.10937612852624512	-2991.709782500546	172	40000
39	538.1337151527405	1000	41000	-0.10937612852624512	-2990.508194712159	173	41000
40	551.5059030056	1000	42000	-0.10937612852624512	-2996.992031727562	174	42000
41	564.8923900127411	1000	43000	-0.10937612852624512	-3013.715465961495	175	43000
42	578.2703378200531	1000	44000	-0.10937612852624512	-48.63303784399498	180	44000
43	591.6512448787689	1000	45000	-0.10937612852624512	-104.53118539465997	183	45000
44	605.0420429706573	1000	46000	-0.10937612852624512	-21.43865603089555	186	46000
45	618.4510931968689	1000	47000	-0.10937612852624512	-154.84917888842458	188	47000
46	631.831915140152	1000	48000	-0.10937612852624512	-84.56050635047137	191	48000
47	645.2140791416168	1000	49000	-0.10937612852624512	-86.77745404466792	194	49000
48	658.5958349704742	1000	50000	-0.10937612852624512	-25.894583882147483	196	50000
49	671.9745309352875	1000	51000	-0.10937612852624512	-19.811465474818743	200	51000
50	685.38813996315	1000	52000	-0.10937612852624512	-21.887119523656292	202	52000
51	698.7480411529541	1000	53000	-0.10937612852624512	-23.780158256040007	205	53000
52	712.1250839233398	1000	54000	-0.10937612852624512	-705.5404566364833	206	54000
53	725.5024979114532	1000	55000	-0.10937612852624512	-2994.901906936932	207	55000
54	738.885899066925	1000	56000	-0.10937612852624512	-2966.7423118074694	208	56000
55	752.2759900093079	1000	57000	-0.10937612852624512	-63.80714263730268	211	57000
56	765.6490030288696	1000	58000	-0.10937612852624512	-29.859195137283308	213	58000
57	779.0264430046082	1000	59000	-0.10937612852624512	-2990.784561743435	214	59000
58	792.3934099674225	1000	60000	-0.10937612852624512	-257.8572648492393	217	60000
59	805.7827470302582	1000	61000	-0.10937612852624512	-2972.84271922884	218	61000
60	819.1613349914551	1000	62000	-0.10937612852624512	-3002.453344311405	219	62000
61	832.5309038162231	1000	63000	-0.10937612852624512	-3002.5590725249617	220	63000
62	845.9112920761108	1000	64000	-0.10937612852624512	-3002.476124748115	221	64000
63	859.3003470897675	1000	65000	-0.10937612852624512	-3008.2421049092245	222	65000
64	872.6962451934814	1000	66000	-0.10937612852624512	-3002.868488973331	223	66000
65	886.0866219997406	1000	67000	-0.10937612852624512	-3003.965893182879	224	67000
66	899.479052066803	1000	68000	-0.10937612852624512	-3002.880128383437	225	68000
67	912.8817811012268	1000	69000	-0.10937612852624512	-3002.716341859322	226	69000
68	926.267086982727	1000	70000	-0.10937612852624512	-3002.9823796946853	227	70000
69	939.6536390781403	1000	71000	-0.10937612852624512	-3004.456476898376	228	71000
70	953.0829050540924	1000	72000	-0.10937612852624512	-3003.2164244594487	229	72000
71	966.4934220314026	1000	73000	-0.10937612852624512	-3005.7526950802153	230	73000
72	979.9050140380859	1000	74000	-0.10937612852624512	-3003.127103865092	231	74000
73	993.3045599460602	1000	75000	-0.10937612852624512	-3003.219538943205	232	75000
74	1006.6840379238129	1000	76000	-0.10937612852624512	-3005.9599531104614	233	76000
75	1020.0686650276184	1000	77000	-0.10937612852624512	-3004.6220288428167	234	77000
76	1033.497994184494	1000	78000	-0.10937612852624512	-3004.4480495629637	235	78000
77	1046.9024460315704	1000	79000	-0.10937612852624512	-3000.9989473553815	236	79000
78	1060.3424808979034	1000	80000	-0.10937612852624512	-3002.64708697643	237	80000
79	1073.7547640800476	1000	81000	-0.10937612852624512	-3006.424342304369	238	81000
80	1087.1392290592194	1000	82000	-0.10937612852624512	-3004.318784135334	239	82000
81	1100.541543006897	1000	83000	-0.10937612852624512	-3002.5282406166857	240	83000
82	1113.9428129196167	1000	84000	-0.10937612852624512	-3004.1312131116993	241	84000
83	1127.3318197727203	1000	85000	-0.10937612852624512	-3003.3229496135527	242	85000
84	1140.7181389331818	1000	86000	-0.10937612852624512	-2991.7547102129097	243	86000
85	1154.114189863205	1000	87000	-0.10937612852624512	-3004.2185566637954	244	87000
86	1167.5197191238403	1000	88000	-0.10937612852624512	-3008.6808686783043	245	88000
87	1180.9108250141144	1000	89000	-0.10937612852624512	-3002.258854523456	246	89000
88	1194.3015410900116	1000	90000	-0.10937612852624512	-3003.799584799535	247	90000
89	1207.6940870285034	1000	91000	-0.10937612852624512	-3003.2109660071633	248	91000
90	1221.090497970581	1000	92000	-0.10937612852624512	-3000.714548969137	249	92000
91	1234.5044980049133	1000	93000	-0.10937612852624512	-3006.124219105062	250	93000
92	1247.9338719844818	1000	94000	-0.10937612852624512	-3002.255033031672	251	94000
93	1261.4187831878662	1000	95000	-0.10937612852624512	-3002.5235232599057	252	95000
94	1274.8563940525055	1000	96000	-0.10937612852624512	-3004.0704012523697	253	96000
95	1288.2385880947113	1000	97000	-0.10937612852624512	-3004.2766359622556	254	97000
96	1301.6297519207	1000	98000	-0.10937612852624512	-3004.9888044425707	255	98000
97	1315.025728225708	1000	99000	-0.10937612852624512	-3003.005117850575	256	99000
98	1328.4269778728485	1000	100000	-0.10937612852624512	-3000.5844108695455	257	100000
99	1341.83021402359	1000	101000	-0.10937612852624512	-3003.233112531922	258	101000
100	1355.2247760295868	1000	102000	-0.10937612852624512	-3003.840699880634	259	102000
101	1368.6169681549072	1000	103000	-0.10937612852624512	-3003.4164160451073	260	103000
102	1382.0040409564972	1000	104000	-0.10937612852624512	-3003.5032449857326	261	104000
103	1395.3990540504456	1000	105000	-0.10937612852624512	-2990.8169510776474	262	105000
104	1408.7885200977325	1000	106000	-0.10937612852624512	-3002.7932351020763	263	106000
105	1422.1960229873657	1000	107000	-0.10937612852624512	-3003.9561339175816	264	107000
106	1435.5820469856262	1000	108000	-0.10937612852624512	-3004.662366834483	265	108000
107	1449.0192170143127	1000	109000	-0.10937612852624512	-3003.9132998532004	266	109000
108	1462.418888092041	1000	110000	-0.10937612852624512	-3001.6672395186715	267	110000
109	1475.8106980323792	1000	111000	-0.10937612852624512	-3002.812028322326	268	111000
110	1489.1924231052399	1000	112000	-0.10937612852624512	-3004.973684451364	269	112000
111	1502.5819191932678	1000	113000	-0.10937612852624512	-3003.269924568586	270	113000
112	1515.9865100383759	1000	114000	-0.10937612852624512	-3003.821852924784	271	114000
113	1529.3763589859009	1000	115000	-0.10937612852624512	-3002.941367642152	272	115000
114	1542.7831580638885	1000	116000	-0.10937612852624512	-3005.1339026630635	273	116000
115	1556.1834120750427	1000	117000	-0.10937612852624512	-3002.5106799370164	274	117000
116	1569.596684217453	1000	118000	-0.10937612852624512	-3003.3143679209647	275	118000
117	1582.9932959079742	1000	119000	-0.10937612852624512	-3004.5208528205053	276	119000
118	1596.3951890468597	1000	120000	-0.10937612852624512	-3002.197850262586	277	120000
119	1609.866585969925	1000	121000	-0.10937612852624512	-3005.7113822131955	278	121000
120	1623.2750160694122	1000	122000	-0.10937612852624512	-3003.4113028661527	279	122000
121	1636.6727361679077	1000	123000	-0.10937612852624512	-3002.687981612716	280	123000
122	1650.069640159607	1000	124000	-0.10937612852624512	-3001.4549364389886	281	124000
123	1663.4683969020844	1000	125000	-0.10937612852624512	-3006.631992061277	282	125000
124	1676.8534622192383	1000	126000	-0.10937612852624512	-3003.900455608547	283	126000
125	1690.2469248771667	1000	127000	-0.10937612852624512	-3003.544304664255	284	127000
126	1703.6473848819733	1000	128000	-0.10937612852624512	-3003.9788593938542	285	128000
127	1717.0361669063568	1000	129000	-0.10937612852624512	-3002.8014841497325	286	129000
128	1730.433697938919	1000	130000	-0.10937612852624512	-3002.2848594181905	287	130000
129	1743.8262491226196	1000	131000	-0.10937612852624512	-3003.979805360344	288	131000
130	1757.204267024994	1000	132000	-0.10937612852624512	-3004.1531347787914	289	132000
131	1770.6046302318573	1000	133000	-0.10937612852624512	-3003.5585072312983	290	133000
132	1784.002305984497	1000	134000	-0.10937612852624512	-3003.2710510056104	291	134000
133	1797.3933730125427	1000	135000	-0.10937612852624512	-3005.776787836576	292	135000
134	1810.792044878006	1000	136000	-0.10937612852624512	-3004.7800905697773	293	136000
135	1824.1724050045013	1000	137000	-0.10937612852624512	-3003.1081360516514	294	137000
136	1837.5796439647675	1000	138000	-0.10937612852624512	-3002.379325792806	295	138000
137	1850.9824810028076	1000	139000	-0.10937612852624512	-3004.9437717050255	296	139000
138	1864.3786180019379	1000	140000	-0.10937612852624512	-3003.2692276358875	297	140000
139	1877.774384021759	1000	141000	-0.10937612852624512	-3005.530918191289	298	141000
140	1891.1861321926117	1000	142000	-0.10937612852624512	-3004.4895354110154	299	142000
141	1904.6556420326233	1000	143000	-0.10937612852624512	-3005.948694385823	300	143000
142	1918.1339869499207	1000	144000	-0.10937612852624512	-3003.869157319714	301	144000
143	1931.531732082367	1000	145000	-0.10937612852624512	-3002.3114033453467	302	145000
144	1944.9557490348816	1000	146000	-0.10937612852624512	-3004.4171871732856	303	146000
