Baseline Loss	Loss	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.5948853	0.0027415259	10.708583116531372	0	-7.0670776	3.241524	3.5456066	-17.401716	11.780918727915195	3.104245142931102	10002	10002
1.6296786	-0.04839543	16.892590284347534	1	1.5747362	2.6646605	12.293428	-5.712849	12.323891625615763	3.5539155715538358	10007	20009
1.8400204	-0.05846755	22.773284196853638	2	18.429792	10.847819	64.96599	-2.9167738	37.1	13.265703482623486	10017	30026
1.8397514	-0.020110238	28.580411911010742	3	79.89724	74.11907	424.2157	-23.565636	114.31818181818181	56.37466900820903	10060	40086
1.2577372	0.0019536489	34.5489239692688	4	164.80812	171.29146	690.7465	-15.306976	230.70454545454547	159.99383220291713	10151	50237
1.0486089	0.0023909279	40.5288782119751	5	242.64293	216.19597	967.7047	18.81859	281.97222222222223	182.00022681779382	10151	60388
0.99735445	-0.01693877	46.54116606712341	6	279.2068	260.35458	955.51807	3.3376923	326.51612903225805	233.25465399606085	10122	70510
0.94809085	0.009986745	52.557998180389404	7	168.3307	182.29988	680.4053	-11.694748	235.34883720930233	128.34961043434419	10120	80630
0.9623931	0.012817813	58.701815128326416	8	259.24673	210.6936	915.1898	0.6147815	270.5	164.7928125029474	10279	90909
0.8319135	-0.0014921578	64.71959805488586	9	223.32295	214.178	1024.6273	-18.658295	251.075	154.16734211563744	10043	100952
0.6665877	-0.026769318	70.8062641620636	10	190.44386	160.1782	615.463	8.983753	210.42857142857142	77.00410802717751	10311	111263
0.6103236	0.02533734	76.7412109375	11	156.80765	141.3644	444.02063	-24.340446	194.01923076923077	59.013196172425765	10089	121352
0.5245391	-0.0039702295	82.6849410533905	12	196.84009	129.89876	543.66345	-1.026392	210.33333333333334	79.64644094719836	10096	131448
0.468111	-0.009203987	88.60593223571777	13	153.61217	153.92937	681.484	-45.93506	204.10204081632654	90.14778001000928	10001	141449
0.38922226	-0.03236588	94.62867307662964	14	173.78674	136.53433	483.75116	17.767908	205.89795918367346	59.85330533145496	10089	151538
0.26483306	-0.0049089477	100.68987607955933	15	134.98846	129.73776	424.9169	-10.3234005	193.94230769230768	55.6100480203749	10085	161623
0.2399138	-0.014953671	106.80864310264587	16	141.69243	122.885056	482.8433	-4.4631615	206.14285714285714	64.1818208097042	10101	171724
0.22927088	0.029690044	112.89120316505432	17	111.21117	121.63069	648.834	-6.3162465	192.92307692307693	71.43793598799486	10032	181756
0.20030697	0.01213599	119.04776811599731	18	113.56052	110.39713	417.55176	17.419079	202.7	68.35619942624078	10135	191891
0.21375825	-0.03870079	125.2880609035492	19	81.05042	91.63456	446.54813	-4.893011	183.80357142857142	46.74185171268477	10293	202184
0.12529884	-0.004599129	131.3998601436615	20	91.89593	82.89341	370.9152	21.828468	200.26	43.24017113749667	10013	212197
0.13342221	0.024681818	137.62979698181152	21	80.58377	73.98535	453.20285	13.1543045	199.7843137254902	39.953558199043066	10189	222386
0.18586151	0.008821694	143.83979201316833	22	99.14603	100.395584	400.6513	4.1742606	199.50980392156862	39.56348710270948	10175	232561
0.15427685	0.0010309151	150.06282019615173	23	110.85928	111.539024	485.10608	11.825024	212.14583333333334	46.66279280796306	10183	242744
0.10224151	0.013194188	156.30694890022278	24	119.89836	113.67803	491.03223	24.921179	217.14893617021278	51.23910521392412	10206	252950
0.09118338	0.009800465	162.44291806221008	25	140.93562	120.90632	393.9675	25.424683	213.80851063829786	40.608477417989135	10049	262999
0.13753745	0.007855668	168.56306314468384	26	140.87218	115.97532	382.25372	22.617825	218.45652173913044	34.51887103407234	10049	273048
0.1787331	0.015482307	174.71997213363647	27	168.29	120.705826	352.77902	13.40934	206.9387755102041	40.55201153231429	10140	283188
0.18628855	-0.009529831	180.96066999435425	28	197.65286	134.58974	393.63934	30.494114	227.84444444444443	38.57457744021777	10253	293441
0.19962779	-0.009412654	187.0225429534912	29	179.88036	137.38281	411.43494	-41.71087	204.40816326530611	46.2106615347968	10016	303457
0.2314237	0.00069590413	193.11541104316711	30	210.25098	129.5642	410.0113	21.570515	214.2127659574468	46.16710451347355	10068	313525
0.29161498	-0.019355236	199.2195839881897	31	237.98181	126.287125	539.25665	2.2771215	210.14583333333334	58.04236584288143	10087	323612
0.22170633	-0.0054185474	205.23263311386108	32	190.01274	122.28588	412.07962	22.171494	196.37254901960785	44.97186954491934	10015	333627
0.42624098	-0.021342516	211.30269289016724	33	245.60722	94.08932	365.67548	30.281492	190.9433962264151	37.63549864525467	10120	343747
0.3458756	-0.005752438	217.37262392044067	34	249.83934	101.82747	379.78156	29.59869	193.46153846153845	49.37356094824495	10060	353807
0.34978703	0.019508947	223.39860320091248	35	263.0312	101.95533	491.5646	20.429188	196.15686274509804	51.94543613500296	10004	363811
0.348301	0.014867893	229.507404088974	36	264.93665	68.48246	407.1917	45.88212	190.96226415094338	67.27329848619914	10121	373932
0.41887417	-0.01867061	235.59812211990356	37	269.54196	76.82513	431.50873	25.079216	180.80357142857142	41.49200423956797	10125	384057
0.48250365	0.0050242064	241.71136498451233	38	281.83337	74.21228	639.72095	15.912975	185.0	63.803391189440134	10175	394232
0.51104236	-0.025377028	247.80156803131104	39	270.88776	42.43914	356.85794	63.28254	169.15	22.193711571824423	10149	404381
0.36270875	0.011676178	253.8905520439148	40	260.99338	56.03622	357.34094	55.056442	177.28070175438597	37.81429896910803	10105	414486
0.33726192	0.0023724898	259.9788649082184	41	261.82776	61.96765	353.651	31.287422	168.08333333333334	22.13691612568371	10085	424571
0.4178426	-0.011405777	266.0224368572235	42	274.82236	40.426105	405.61276	34.777866	169.84745762711864	27.569827255394117	10021	434592
0.34567335	-0.019026885	272.1234929561615	43	267.17865	45.726933	338.7426	29.25096	165.9672131147541	17.887597327056252	10124	444716
0.28901634	0.023355195	278.2176830768585	44	272.11557	35.336994	337.596	84.624626	171.1864406779661	24.87083553507165	10100	454816
0.3632973	0.008638341	284.3591260910034	45	280.7776	24.645197	412.54013	259.5962	171.66101694915255	26.61247965789895	10128	464944
0.2682398	-0.005006498	290.49221301078796	46	278.8603	36.661667	371.43243	81.90789	174.36206896551724	28.479089894809196	10113	475057
0.22366132	-0.0022919327	296.77257204055786	47	282.8082	26.453806	409.46808	258.4478	178.77586206896552	57.828236481857765	10369	485426
0.12185546	-0.01537758	302.9810609817505	48	266.7225	51.722515	328.1166	57.34831	180.08771929824562	30.16985872522697	10265	495691
0.13727142	-0.02130036	309.3204770088196	49	282.28104	46.6587	396.9378	88.88132	188.40740740740742	38.0470072403222	10174	505865
0.20263529	-0.007190612	315.5099341869354	50	288.3985	39.51672	392.05206	91.68636	185.8148148148148	31.616377655841877	10034	515899
0.12608187	-0.016710822	321.64682507514954	51	281.5524	61.531727	458.18503	61.07151	193.59615384615384	40.44809571222806	10067	525966
0.3530662	-0.0033118643	327.74418115615845	52	263.13586	86.531075	438.3037	22.149813	200.46	45.673716730741326	10023	535989
0.16210961	0.010431042	333.83987522125244	53	268.76242	95.30875	463.24475	45.577618	208.35416666666666	42.722695755755964	10001	545990
0.16490436	0.014477891	340.055477142334	54	254.9854	103.95766	437.45816	50.37997	216.2127659574468	46.984350572637034	10162	556152
0.27214915	0.029733727	346.20890402793884	55	253.29881	93.909325	388.97833	44.666344	206.0612244897959	37.7345227973738	10097	566249
0.27666867	-0.019733224	352.39143991470337	56	263.94754	82.65226	370.1507	85.28709	206.9795918367347	30.657748493497458	10142	576391
0.13364057	0.020275434	358.5581660270691	57	257.59485	79.543755	364.85165	55.708176	198.54901960784315	37.369020264243204	10126	586517
0.09173108	-0.014897068	364.6835322380066	58	259.152	84.68561	405.15314	10.636324	193.92307692307693	43.23319867249729	10084	596601
0.13838558	-0.0031769208	370.78118205070496	59	253.56349	88.98129	406.2555	27.707432	193.0	41.34377452903511	10036	606637
0.17180014	-0.011247638	376.8614401817322	60	265.67026	88.33257	419.3781	37.345818	196.2941176470588	46.31532762748269	10011	616648
0.30787596	0.013976538	382.99064922332764	61	209.49934	114.51365	394.80438	19.526712	190.30188679245282	45.470946521620704	10086	626734
0.093764186	0.0102555705	389.10384011268616	62	224.018	98.613205	388.26044	13.304877	177.21052631578948	35.64234463811183	10101	636835
0.17110303	0.030196644	395.1442439556122	63	243.01363	86.69984	390.16956	12.389065	169.6271186440678	26.945581257878008	10008	646843
0.11949272	-0.0039772303	401.25539803504944	64	186.1522	115.517296	430.04672	8.775315	171.11864406779662	51.99057435622598	10096	656939
0.11896365	-0.008288699	407.3549120426178	65	194.2697	127.81084	543.3795	7.136703	167.86666666666667	57.91990638420918	10072	667011
0.14826675	-0.028422004	413.37089109420776	66	196.40886	114.870415	349.0043	8.934985	164.36065573770492	31.139576203400473	10026	677037
0.11284389	0.038950503	419.3927330970764	67	141.7904	128.26892	416.11572	7.9954753	157.109375	36.812496683998155	10055	687092
0.108981244	-0.007160609	425.39276909828186	68	141.91197	135.44046	449.91135	-15.224191	169.52542372881356	65.88519957566751	10002	697094
0.112348	0.011824688	431.3855130672455	69	116.866776	131.42383	356.20984	-15.93925	154.44615384615383	39.14785808827104	10039	707133
0.14727773	-0.02900391	437.34116196632385	70	87.56634	127.63461	340.93018	-20.405075	135.63513513513513	42.50423645795358	10037	717170
0.17844678	-0.0038660513	443.2895419597626	71	80.770195	133.55136	511.97357	-19.772871	142.95714285714286	64.55948214394131	10007	727177
0.23207372	0.002842934	449.3312749862671	72	58.552437	142.13438	850.56934	-24.005766	140.58333333333334	120.62899388897623	10122	737299
0.19331467	0.01888187	455.2865641117096	73	63.187912	137.38992	511.30496	-28.58644	141.5211267605634	72.79197819039716	10048	747347
0.18776661	-0.00716712	461.25501012802124	74	60.522743	167.41565	814.6734	-31.824223	136.40540540540542	105.16408272364627	10094	757441
0.2833297	-0.0042614653	467.3609321117401	75	65.6219	247.52507	931.4614	-27.457964	161.5	249.97669246190443	10013	767454
0.28523833	0.019714747	473.4762601852417	76	61.1329	226.11353	907.2453	-81.30868	167.98333333333332	243.67187579931246	10079	777533
0.2770005	0.0007432337	479.57584595680237	77	57.586452	243.46758	916.88403	-31.490463	156.875	246.9733981120234	10040	787573
0.32749668	0.038768843	485.897940158844	78	96.24272	290.05283	928.16016	-30.366882	194.37735849056602	289.8752644178601	10302	797875
0.32640675	0.006493912	492.0763862133026	79	81.46595	257.16016	958.1417	-60.534477	177.66666666666666	258.69336541539195	10127	808002
0.3682862	-0.0048626913	498.4823429584503	80	132.66011	314.81995	966.9198	-30.97793	221.27659574468086	304.5502929593116	10400	818402
0.3767168	-0.0056633432	504.77955317497253	81	177.41037	331.55972	968.4961	-41.083084	268.57894736842104	324.5415901965618	10206	828608
0.37139705	-0.0069092154	510.85950207710266	82	161.33304	256.05353	969.66833	-21.41881	256.71794871794873	256.75049733734056	10012	838620
0.38786122	0.007230284	516.8789629936218	83	164.62971	164.93015	530.7766	-2.2424097	198.98039215686273	93.64921828889295	10148	848768
0.5131066	0.0020361033	522.9570109844208	84	287.49728	196.49895	927.8518	6.5287533	256.6666666666667	192.8209390338988	10010	858778
0.6106833	-0.019490514	528.9464020729065	85	266.30753	93.99709	443.513	27.190693	196.35294117647058	39.16121707406487	10014	868792
0.23372976	-0.021908982	534.9976499080658	86	287.4317	109.758255	853.52106	68.05919	218.17391304347825	95.96586901145048	10036	878828
0.22175923	-0.045973342	541.0660738945007	87	256.73273	89.60252	388.45114	39.733513	194.07692307692307	26.101758085384382	10092	888920
0.43385774	-0.0051722503	547.1217141151428	88	274.2661	68.66732	376.12378	71.482925	200.94	35.73424687886957	10047	898967
0.5193542	0.0009099687	553.3706419467926	89	278.5132	76.61842	453.5556	36.424362	206.88	44.70062191961091	10344	909311
0.35412818	0.015260719	559.4648792743683	90	277.16675	70.66545	408.67493	68.36195	201.5	34.970416068442766	10075	919386
0.2147613	0.028283108	565.640417098999	91	274.72916	75.19822	413.60925	59.99803	211.95833333333334	45.967360854076546	10174	929560
0.12832789	0.010096044	571.8518002033234	92	255.7678	90.38633	408.65784	59.19483	213.29166666666666	40.882941804077106	10238	939798
0.119739205	-0.0025257897	577.9309749603271	93	257.96085	82.9271	391.065	34.257225	204.40816326530611	42.77798325924735	10016	949814
0.38108423	0.0073925178	584.0077209472656	94	281.95078	64.31385	429.5026	49.29268	204.48979591836735	41.919321174292094	10020	959834
