Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.2385070323944092	0	22.288889	12.634384	68.0	9.0	22.288888888888888	12.634383812477267	1003	1003
1.982374906539917	1	18.087719	8.533279	54.0	9.0	18.087719298245613	8.533279951356574	1031	2034
2.496001958847046	2	18.745455	9.660074	62.0	9.0	18.745454545454546	9.660073746788294	1031	3065
3.0131278038024902	3	20.056604	10.487036	64.0	9.0	20.056603773584907	10.487036191807848	1063	4128
3.507593870162964	4	16.491804	8.3029175	57.0	9.0	16.491803278688526	8.302918607569492	1006	5134
4.003086090087891	5	15.936508	6.895761	39.0	8.0	15.936507936507937	6.8957613295001075	1004	6138
4.49445915222168	6	13.527027	4.8469076	28.0	8.0	13.527027027027026	4.846907548432641	1001	7139
4.993658065795898	7	13.289474	5.73038	34.0	8.0	13.289473684210526	5.730380233259267	1010	8149
5.528274774551392	8	14.955882	5.555691	31.0	8.0	14.955882352941176	5.555690838414384	1017	9166
6.037674903869629	9	14.098592	5.857835	40.0	9.0	14.098591549295774	5.857834358223122	1001	10167
6.531101942062378	10	13.944445	6.476215	44.0	8.0	13.944444444444445	6.476214791426499	1004	11171
7.023844003677368	11	12.231708	4.373698	31.0	8.0	12.231707317073171	4.373698497665682	1003	12174
7.51298975944519	12	12.5625	4.4744935	26.0	8.0	12.5625	4.474493686440958	1005	13179
8.00587797164917	13	12.45679	4.2948413	28.0	8.0	12.45679012345679	4.2948415303438905	1009	14188
8.51659893989563	14	12.035714	3.6886132	23.0	8.0	12.035714285714286	3.6886132010470782	1011	15199
9.040465116500854	15	11.620689	4.144631	30.0	8.0	11.620689655172415	4.144630591834035	1011	16210
9.54588794708252	16	10.956989	2.89944	25.0	8.0	10.956989247311828	2.8994399848403196	1019	17229
10.040647745132446	17	12.5125	5.044784	34.0	8.0	12.5125	5.044783815982604	1001	18230
10.550697803497314	18	11.5172415	3.9620674	32.0	8.0	11.517241379310345	3.9620674649617524	1002	19232
11.055475950241089	19	11.465909	4.2048373	30.0	8.0	11.465909090909092	4.204837213464456	1009	20241
11.561180830001831	20	11.30337	3.2443712	24.0	8.0	11.303370786516854	3.2443710783413837	1006	21247
12.05364990234375	21	11.477273	3.8758495	29.0	8.0	11.477272727272727	3.8758496802380833	1010	22257
12.542886018753052	22	10.817204	3.6894102	30.0	8.0	10.817204301075268	3.6894101185388974	1006	23263
13.054033041000366	23	11.488636	3.9571407	31.0	8.0	11.488636363636363	3.9571406061523144	1011	24274
13.592890977859497	24	11.054945	3.218636	27.0	8.0	11.054945054945055	3.218636109219936	1006	25280
14.11020803451538	25	10.795699	2.860781	27.0	8.0	10.795698924731182	2.8607809287425185	1004	26284
14.64763593673706	26	11.247191	3.0178528	24.0	8.0	11.247191011235955	3.0178528674882155	1001	27285
15.172722816467285	27	10.763441	3.153417	27.0	8.0	10.763440860215054	3.1534171581610013	1001	28286
15.68633484840393	28	10.934783	3.0424688	25.0	8.0	10.934782608695652	3.042468776682654	1006	29292
16.187806844711304	29	11.144444	3.3848062	27.0	8.0	11.144444444444444	3.38480628400606	1003	30295
16.70577096939087	30	10.673684	2.957389	27.0	8.0	10.673684210526316	2.957388980923465	1014	31309
17.199349880218506	31	10.795699	3.2645345	26.0	8.0	10.795698924731182	3.264534545969272	1004	32313
17.692924737930298	32	10.547368	3.0288732	26.0	8.0	10.547368421052632	3.0288730614142065	1002	33315
18.194270849227905	33	11.054945	2.9994967	24.0	8.0	11.054945054945055	2.9994967979541314	1006	34321
18.69099497795105	34	10.795699	3.444051	26.0	8.0	10.795698924731182	3.4440509399681676	1004	35325
19.215020895004272	35	11.325843	3.8853667	30.0	8.0	11.325842696629213	3.8853666143704686	1008	36333
19.713607788085938	36	10.763441	3.4058707	34.0	8.0	10.763440860215054	3.405870483720546	1001	37334
20.23154592514038	37	10.673684	2.9395385	25.0	8.0	10.673684210526316	2.939538471698031	1014	38348
20.722269773483276	38	10.763441	3.6526554	33.0	8.0	10.763440860215054	3.6526550940035105	1001	39349
21.223430156707764	39	10.806452	3.8472393	33.0	8.0	10.806451612903226	3.847239100871116	1005	40354
21.71791100502014	40	10.774194	3.1250944	29.0	8.0	10.774193548387096	3.125094518168252	1002	41356
22.24639892578125	41	11.032967	3.5283794	26.0	8.0	11.032967032967033	3.5283796033429846	1004	42360
22.761003017425537	42	11.065934	3.5076122	32.0	8.0	11.065934065934066	3.507612436778287	1007	43367
23.26181697845459	43	11.021978	3.6312985	30.0	8.0	11.021978021978022	3.631298686883677	1003	44370
23.761929988861084	44	10.244898	2.180906	20.0	8.0	10.244897959183673	2.180906123655926	1004	45374
24.284072875976562	45	10.371134	2.6333296	26.0	8.0	10.371134020618557	2.6333295439790887	1006	46380
24.785064935684204	46	10.536842	2.763714	24.0	8.0	10.536842105263158	2.7637142297079675	1001	47381
