Iteration	MeanRewardFor100Episodes	BestMeanEpisodeReward	Episodes	TimeSpent
60000	-20.03174603174603	-inf	63	None
70000	-20.027397260273972	-inf	73	1.001837428410848
80000	-20.023809523809526	-inf	84	0.9101051330566406
90000	-20.073684210526316	-inf	95	0.912860635916392
100000	-20.09	-20.09	106	0.9981745282808939
110000	-20.17	-20.09	117	1.0110374331474303
120000	-20.22	-20.09	128	1.0381715099016826
130000	-20.28	-20.09	140	1.0055025855700175
140000	-20.26	-20.09	150	0.7911444624265035
150000	-20.27	-20.09	161	0.8117623925209045
160000	-20.28	-20.09	172	0.7194095333417256
170000	-20.35	-20.09	183	0.812825079758962
180000	-20.32	-20.09	193	0.7237963676452637
190000	-20.31	-20.09	203	0.768933383623759
200000	-20.33	-20.09	214	0.7775298198064168
210000	-20.31	-20.09	225	0.8174145340919494
220000	-20.33	-20.09	236	0.7324805935223897
230000	-20.37	-20.09	247	0.8168615380922953
240000	-20.37	-20.09	259	0.8090567549069723
250000	-20.36	-20.09	270	0.823121166229248
260000	-20.37	-20.09	281	0.8209111094474792
270000	-20.29	-20.09	291	0.8570391615231832
280000	-20.26	-20.09	301	0.8296345631281535
290000	-20.29	-20.09	312	0.8223359107971191
300000	-20.34	-20.09	324	0.8737824559211731
310000	-20.32	-20.09	334	0.7451758623123169
320000	-20.32	-20.09	345	0.9186929027239482
330000	-20.32	-20.09	356	0.8619548281033834
340000	-20.33	-20.09	367	0.7659123579661051
350000	-20.27	-20.09	378	0.7800679405530294
360000	-20.33	-20.09	389	0.9042935371398926
370000	-20.4	-20.09	400	0.8771416107813518
380000	-20.41	-20.09	411	0.8488569776217143
390000	-20.38	-20.09	423	0.8885653853416443
400000	-20.34	-20.09	433	0.759774367014567
410000	-20.37	-20.09	444	0.8882085879643759
420000	-20.34	-20.09	455	0.8222915689150493
430000	-20.28	-20.09	466	0.8305464585622152
440000	-20.35	-20.09	477	0.8542016506195068
450000	-20.33	-20.09	488	0.7698946674664815
460000	-20.3	-20.09	498	0.7686532497406006
470000	-20.32	-20.09	509	0.9290953278541565
480000	-20.28	-20.09	519	0.924456258614858
490000	-20.33	-20.09	531	0.8794598897298177
500000	-20.28	-20.09	541	0.8513880769411722
510000	-20.3	-20.09	552	0.8881420413653056
520000	-20.32	-20.09	563	0.9063335220019023
530000	-20.31	-20.09	575	0.813562826315562
540000	-20.38	-20.09	586	0.9403705716133117
550000	-20.4	-20.09	598	0.8444500684738159
560000	-20.44	-20.09	609	0.9132077097892761
570000	-20.47	-20.09	621	0.9204259236653646
580000	-20.44	-20.09	631	0.8053224245707195
590000	-20.4	-20.09	641	0.854685350259145
600000	-20.3	-20.09	651	0.8327189087867737
610000	-20.32	-20.09	662	0.988060466448466
620000	-20.31	-20.09	674	0.9891842007637024
630000	-20.24	-20.09	684	0.9512626886367798
640000	-20.19	-20.09	695	0.8850018819173177
650000	-20.17	-20.09	705	0.9833194573720296
660000	-20.13	-20.09	717	0.8568784554799398
670000	-20.13	-20.09	728	0.9008625189463297
680000	-20.13	-20.09	738	1.0464688380559286
690000	-20.12	-20.09	748	0.9389279246330261
700000	-20.1	-20.09	759	1.0092484911282857
710000	-20.09	-20.07	768	0.8566039760907491
720000	-20.02	-20.01	778	0.8210519830385844
730000	-20.0	-20.0	788	1.0007171948750815
740000	-19.99	-19.99	799	1.022356641292572
750000	-19.95	-19.94	810	0.926118012269338
760000	-19.89	-19.89	820	0.8945158123970032
770000	-19.9	-19.88	830	0.9973149021466573
780000	-19.94	-19.88	840	0.8259617487589518
790000	-19.97	-19.88	851	0.8808152039845785
800000	-20.01	-19.88	861	0.861164943377177
810000	-20.01	-19.88	872	0.9592427651087443
820000	-20.03	-19.88	882	1.0125171144803364
830000	-19.94	-19.88	892	1.010146109263102
840000	-19.95	-19.88	903	1.0419535040855408
850000	-19.96	-19.88	913	1.0661205887794494
860000	-19.9	-19.88	923	0.9837426662445068
870000	-19.8	-19.8	933	0.9619088649749756
880000	-19.76	-19.76	943	0.9761437813440959
890000	-19.69	-19.69	952	0.9905269821484883
900000	-19.55	-19.55	962	0.8529677232106526
910000	-19.43	-19.43	971	1.065819299221039
920000	-19.25	-19.25	979	0.993801482518514
930000	-19.21	-19.21	989	1.0199684023857116
940000	-19.14	-19.14	999	1.0764066894849142
950000	-19.08	-19.05	1010	1.0536430557568868
960000	-19.04	-19.04	1020	1.0093794345855713
970000	-19.1	-19.03	1030	1.097087816397349
980000	-18.99	-18.99	1040	1.0409490386645
990000	-18.97	-18.97	1050	1.1092998186747234
1000000	-18.93	-18.92	1059	0.9795818289120992
1010000	-18.91	-18.88	1069	1.1214768330256144
1020000	-18.92	-18.88	1078	1.019168448448181
1030000	-18.9	-18.87	1087	0.946726365884145
1040000	-18.96	-18.87	1098	1.1239135066668193
1050000	-18.89	-18.87	1107	0.9958998203277588
1060000	-18.84	-18.79	1117	1.0123493472735088
1070000	-18.74	-18.74	1127	1.0439828038215637
1080000	-18.86	-18.74	1138	1.023334507147471
1090000	-18.99	-18.74	1149	1.0388599356015524
1100000	-19.18	-18.74	1160	1.0280544757843018
1110000	-19.15	-18.74	1169	0.9682523965835571
1120000	-19.13	-18.74	1179	1.1001957853635151
1130000	-19.2	-18.74	1188	1.07972704966863
1140000	-19.1	-18.74	1198	1.131574308872223
1150000	-19.19	-18.74	1207	1.1329374154408773
1160000	-19.16	-18.74	1217	1.077403990427653
1170000	-19.2	-18.74	1227	1.1385546684265138
1180000	-19.14	-18.74	1237	1.0538078983624777
1190000	-19.04	-18.74	1245	1.0189497987429301
1200000	-18.82	-18.74	1253	1.0859565099080404
1210000	-18.58	-18.58	1261	1.112460152308146
1220000	-18.51	-18.51	1270	0.9263021270434062
1230000	-18.33	-18.33	1277	1.155071198940277
1240000	-18.12	-18.12	1285	0.9047059257825215
