Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
6.213762998580933	0	-0.42860222	0.087410815	-0.25177664	-0.6315052	21.0	0.0	-0.020409627	-0.020409627	-0.020409627	-0.020409627	1008	1008
7.900563955307007	1	-0.40773287	0.08699573	-0.22794248	-0.6927353	21.0	0.0	-0.019415852	-0.019415852	-0.019415852	-0.019415852	1008	2016
8.503371953964233	2	-0.42761794	0.09756466	-0.18849677	-0.69349563	21.0	0.0	-0.020362759	-0.020362759	-0.020362759	-0.020362759	1008	3024
9.144444227218628	3	-0.42803505	0.08215101	-0.2426365	-0.6337893	21.0	0.0	-0.020382624	-0.020382624	-0.020382624	-0.020382624	1008	4032
9.891582012176514	4	-0.4258729	0.08521072	-0.26455474	-0.62552005	21.0	0.0	-0.020279659	-0.020279659	-0.020279659	-0.020279659	1008	5040
10.582998037338257	5	-0.399052	0.06633995	-0.28880054	-0.5662938	21.0	0.0	-0.019002475	-0.019002475	-0.019002475	-0.019002475	1008	6048
11.268693923950195	6	-0.41801235	0.101967625	-0.17710583	-0.66099775	21.0	0.0	-0.01990535	-0.01990535	-0.01990535	-0.01990535	1008	7056
11.884953022003174	7	-0.40774974	0.09574875	-0.19200024	-0.6441893	21.0	0.0	-0.019416654	-0.019416654	-0.019416654	-0.019416654	1008	8064
12.480102062225342	8	-0.43021932	0.11656646	-0.25390705	-0.7640951	21.0	0.0	-0.020486634	-0.020486634	-0.020486634	-0.020486634	1008	9072
13.075451135635376	9	-0.4486625	0.102233894	-0.2121768	-0.72999966	21.0	0.0	-0.02136488	-0.02136488	-0.02136488	-0.02136488	1008	10080
13.676464080810547	10	-0.42810473	0.102416195	-0.27448615	-0.7510692	21.0	0.0	-0.02038594	-0.02038594	-0.02038594	-0.02038594	1008	11088
14.27894902229309	11	-0.44327292	0.097157024	-0.29564127	-0.66950184	21.0	0.0	-0.021108234	-0.021108234	-0.021108234	-0.021108234	1008	12096
14.888875961303711	12	-0.43848673	0.10237999	-0.26973388	-0.7682886	21.0	0.0	-0.020880321	-0.020880321	-0.020880321	-0.020880321	1008	13104
15.480930089950562	13	-0.510714	0.10544302	-0.29418802	-0.7736373	21.0	0.0	-0.024319714	-0.024319714	-0.024319714	-0.024319714	1008	14112
16.074578285217285	14	-0.48590752	0.11502781	-0.32029283	-0.75618535	21.0	0.0	-0.023138454	-0.023138454	-0.023138454	-0.023138454	1008	15120
16.68782615661621	15	-0.5144098	0.11302237	-0.27522025	-0.7504578	21.0	0.0	-0.024495706	-0.024495706	-0.024495706	-0.024495706	1008	16128
17.3004310131073	16	-0.5679535	0.117624	-0.2939186	-0.85487694	21.0	0.0	-0.027045406	-0.027045406	-0.027045406	-0.027045406	1008	17136
17.900848150253296	17	-0.58271414	0.12647904	-0.3265492	-0.84564364	21.0	0.0	-0.02774829	-0.02774829	-0.02774829	-0.02774829	1008	18144
18.488605976104736	18	-0.6483882	0.10936698	-0.48135528	-0.9213673	21.0	0.0	-0.03087563	-0.03087563	-0.03087563	-0.03087563	1008	19152
19.07187819480896	19	0.22585528	5.677498	39.133797	-1.0367064	21.0	0.0	0.010755006	0.010755006	0.010755006	0.010755006	1008	20160
19.6647732257843	20	-0.60429025	0.11855093	-0.25909746	-0.82462716	21.0	0.0	-0.028775726	-0.028775726	-0.028775726	-0.028775726	1008	21168
20.254136085510254	21	-0.66637975	0.13482982	-0.3438424	-0.8958671	21.0	0.0	-0.03173237	-0.03173237	-0.03173237	-0.03173237	1008	22176
20.86165189743042	22	-0.65289897	0.15069613	-0.28679734	-0.9877246	21.0	0.0	-0.031090425	-0.031090425	-0.031090425	-0.031090425	1008	23184
21.454787015914917	23	-0.6706254	0.12701772	-0.39034638	-1.0651456	21.0	0.0	-0.03193454	-0.03193454	-0.03193454	-0.03193454	1008	24192
22.056406021118164	24	0.8165539	7.056333	39.29421	-0.94698536	21.0	0.0	0.03888352	0.03888352	0.03888352	0.03888352	1008	25200
22.68293309211731	25	-0.21943879	1.9657902	9.343073	-0.94736826	21.0	0.0	-0.010449466	-0.010449466	-0.010449466	-0.010449466	1008	26208
23.345237970352173	26	2.9146347	11.196592	59.13212	-0.88680595	21.0	0.0	0.13879213	0.13879213	0.13879213	0.13879213	1008	27216
23.990385055541992	27	6.0030994	16.77155	78.943405	-0.8325317	21.0	0.0	0.28586188	0.28586188	0.28586188	0.28586188	1008	28224
24.62218689918518	28	4.1744094	11.484694	49.218544	-0.82391566	21.0	0.0	0.1987814	0.1987814	0.1987814	0.1987814	1008	29232
25.23275327682495	29	13.904613	23.357801	79.13453	-0.91897625	21.0	0.0	0.6621244	0.6621244	0.6621244	0.6621244	1008	30240
25.844184160232544	30	11.430275	18.630177	79.21376	-0.7807206	21.0	0.0	0.54429877	0.54429877	0.54429877	0.54429877	1008	31248
26.461344957351685	31	23.658218	25.522451	79.23233	-0.8034655	21.0	0.0	1.1265818	1.1265818	1.1265818	1.1265818	1008	32256
27.065775156021118	32	28.644339	24.19131	79.034424	-0.8204294	21.0	0.0	1.364016	1.364016	1.364016	1.364016	1008	33264
27.65443706512451	33	27.810745	27.585096	99.298645	-0.8781031	21.0	0.0	1.3243212	1.3243212	1.3243212	1.3243212	1008	34272
28.235498905181885	34	32.36333	26.580196	88.81736	-0.79258996	21.0	0.0	1.5411111	1.5411111	1.5411111	1.5411111	1008	35280
