,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-157.56554810386916,40.08178997722868,-232.97926776646412,-110.41361112752524,,
1,0,-154.0532965665057,24.049785572441646,-188.16083139185844,-118.76259051191263,20.35750389099121,1.0238691568374634
2,1,-140.43092835206872,26.552947759506704,-183.20334066761518,-97.99260010357567,1.1493690013885498,1.0145964622497559
3,2,-149.84480181211785,29.091843922066204,-192.7339248989968,-100.12217719611138,1.0607850551605225,0.9886318445205688
4,3,-163.49336029270188,41.674032597430084,-264.3347024933246,-103.31021455251346,1.011908769607544,0.9950305223464966
5,4,-143.55760805760053,32.93876853754728,-204.6541116968922,-77.52299941108373,0.995853066444397,1.0468751192092896
6,5,-152.9814680891736,32.84289660021234,-216.07692412390537,-105.5238280529559,1.0081422328948975,0.9661585688591003
7,6,-143.40081073170225,20.171326770884388,-173.01651485556022,-102.89109967704545,1.0067211389541626,0.9886322021484375
8,7,-156.00503729811044,34.09690500780722,-217.31259114818056,-111.57949844139458,1.008758783340454,1.0159698724746704
9,8,-165.81574004277635,44.444024292710274,-237.75985537821006,-104.7569912007113,0.9787572026252747,1.031538724899292
10,9,-159.61893101313484,26.122764890159033,-198.3579974985778,-109.77483832853488,0.9994267225265503,0.9869016408920288
11,10,-153.2576957102696,21.442695047520775,-183.66836742744636,-120.34928309295724,0.9512418508529663,0.9740090370178223
