Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
24.43940305709839	0	14.047752	9.173145	63.0	3.0	14.047752808988765	9.173145375155027	5001	5001
74.64967513084412	1	28.69143	18.130533	124.0	7.0	28.69142857142857	18.130532596835042	5021	10022
95.55721116065979	2	37.096294	17.563377	90.0	10.0	37.096296296296295	17.563376910628577	5008	15030
143.14418125152588	3	37.402985	18.900414	110.0	8.0	37.40298507462686	18.90041435342412	5012	20042
164.05773520469666	4	38.229008	21.908054	115.0	7.0	38.229007633587784	21.90805383139568	5008	25050
212.9362542629242	5	58.448277	32.5685	153.0	9.0	58.44827586206897	32.568498502824745	5085	30135
234.38983511924744	6	63.79747	38.605232	226.0	9.0	63.79746835443038	38.60523337869727	5040	35175
280.16506123542786	7	79.74603	42.704956	225.0	13.0	79.74603174603175	42.704956128109465	5024	40199
302.3093662261963	8	89.91071	45.329063	214.0	19.0	89.91071428571429	45.32906540971661	5035	45234
347.1622712612152	9	75.0597	35.879932	192.0	8.0	75.05970149253731	35.87993269308273	5029	50263
371.58736205101013	10	69.916664	27.54277	145.0	16.0	69.91666666666667	27.54276977115168	5034	55297
411.3851342201233	11	73.911766	29.30606	150.0	7.0	73.91176470588235	29.3060600509407	5026	60323
438.7050461769104	12	94.471695	39.156002	284.0	37.0	94.47169811320755	39.15600331021565	5007	65330
476.22703313827515	13	116.61364	54.393856	308.0	48.0	116.61363636363636	54.393856567000334	5131	70461
507.8808603286743	14	118.88372	36.218464	208.0	66.0	118.88372093023256	36.21846458441264	5112	75573
540.7625682353973	15	135.78378	51.220314	248.0	42.0	135.78378378378378	51.22031645856371	5024	80597
575.3954863548279	16	219.625	98.20888	496.0	43.0	219.625	98.20888134481524	5271	85868
605.1069650650024	17	385.46155	318.36255	1000.0	31.0	385.46153846153845	318.3625450004626	5011	90879
644.6059970855713	18	325.625	239.8632	796.0	31.0	325.625	239.86320971545427	5210	96089
670.8148362636566	19	392.07693	294.24466	1000.0	109.0	392.0769230769231	294.24465527816017	5097	101186
712.1897821426392	20	312.9375	228.33896	821.0	45.0	312.9375	228.3389664375093	5007	106193
736.277948141098	21	267.0476	247.54037	854.0	33.0	267.04761904761904	247.54037211668	5608	111801
782.2887091636658	22	260.85	237.39447	866.0	38.0	260.85	237.3944554954896	5217	117018
802.9651560783386	23	387.30768	190.88998	877.0	152.0	387.3076923076923	190.88997419592445	5035	122053
849.7810802459717	24	232.04546	163.90753	581.0	56.0	232.04545454545453	163.90753415284522	5105	127158
871.3037061691284	25	404.57144	283.64008	1000.0	76.0	404.57142857142856	283.6400420769038	5664	132822
920.8183500766754	26	764.1429	315.27014	1000.0	60.0	764.1428571428571	315.27014655073583	5349	138171
941.9383091926575	27	862.0	243.08092	1000.0	335.0	862.0	243.08091931151927	5172	143343
989.9629921913147	28	883.6667	260.12924	1000.0	302.0	883.6666666666666	260.1292413824755	5302	148645
1010.7984130382538	29	869.1667	292.55222	1000.0	215.0	869.1666666666666	292.5522270562225	5215	153860
1060.4245331287384	30	844.6667	347.33588	1000.0	68.0	844.6666666666666	347.3358925049674	5068	158928
