Iteration	MeanRewardFor100Episodes	BestMeanEpisodeReward	Episodes	TimeSpent
60000	-20.328125	-inf	64	None
70000	-20.31578947368421	-inf	76	0.9183334827423095
80000	-20.290697674418606	-inf	86	0.9156732002894084
90000	-20.22680412371134	-inf	97	0.9150237003962199
100000	-20.25	-20.25	109	0.9216635346412658
110000	-20.25	-20.23	119	0.9176536043485005
120000	-20.24	-20.23	130	0.9409820000330608
130000	-20.29	-20.23	141	0.9248180309931437
140000	-20.33	-20.23	153	0.928424604733785
150000	-20.32	-20.23	164	0.9301504651705425
160000	-20.33	-20.23	175	0.9313886165618896
170000	-20.38	-20.23	186	0.9328654170036316
180000	-20.38	-20.23	196	0.9362196207046509
190000	-20.34	-20.23	207	0.9347980340321859
200000	-20.38	-20.23	218	0.9611124674479167
210000	-20.35	-20.23	228	0.9841285785039265
220000	-20.34	-20.23	239	0.9674696803092957
230000	-20.34	-20.23	251	0.9621019323666891
240000	-20.32	-20.23	262	0.942838462193807
250000	-20.26	-20.23	273	0.949757715066274
260000	-20.25	-20.23	284	0.9448392311731975
270000	-20.32	-20.23	295	0.9423482497533162
280000	-20.36	-20.23	307	0.9444976011912029
290000	-20.35	-20.23	318	0.9465675155321757
300000	-20.44	-20.23	330	0.9432644685109456
310000	-20.42	-20.23	341	0.9496524691581726
320000	-20.39	-20.23	352	0.9781303524971008
330000	-20.45	-20.23	364	0.9546828945477803
340000	-20.51	-20.23	375	0.9515717506408692
350000	-20.45	-20.23	386	0.9574032147725423
360000	-20.4	-20.23	397	0.955062985420227
370000	-20.42	-20.23	409	0.9623784820238749
380000	-20.43	-20.23	420	0.962390947341919
390000	-20.42	-20.23	432	0.9658324837684631
400000	-20.42	-20.23	443	0.9792065501213074
410000	-20.43	-20.23	454	0.9941852847735088
420000	-20.41	-20.23	466	1.0077039321263632
430000	-20.51	-20.23	478	1.0046128193537394
440000	-20.53	-20.23	489	0.9866187493006389
450000	-20.58	-20.23	501	0.996651562054952
460000	-20.58	-20.23	513	1.0315362294514974
470000	-20.6	-20.23	524	1.009155849615733
480000	-20.53	-20.23	535	1.0147610664367677
490000	-20.54	-20.23	547	1.0105143348375956
500000	-20.53	-20.23	558	1.0095595320065816
510000	-20.52	-20.23	570	1.0075315992037455
520000	-20.48	-20.23	582	1.0097493171691894
530000	-20.51	-20.23	593	1.0047821044921874
540000	-20.53	-20.23	605	1.0137330293655396
550000	-20.49	-20.23	616	1.0150367498397828
560000	-20.53	-20.23	628	1.016309348742167
570000	-20.55	-20.23	639	1.0119270841280619
580000	-20.57	-20.23	651	1.0149370829264324
590000	-20.61	-20.23	663	1.016324532032013
600000	-20.61	-20.23	674	1.0193478147188821
610000	-20.61	-20.23	686	1.0323071837425233
620000	-20.58	-20.23	697	1.0236209829648335
630000	-20.61	-20.23	709	1.0209346532821655
640000	-20.59	-20.23	721	1.0214463829994203
650000	-20.6	-20.23	733	1.0468413988749186
660000	-20.62	-20.23	745	1.0113044182459514
670000	-20.55	-20.23	756	1.021367347240448
680000	-20.57	-20.23	767	1.0222330689430237
690000	-20.58	-20.23	780	1.0164552172025045
700000	-20.59	-20.23	791	1.015191880861918
710000	-20.58	-20.23	803	1.0095585465431214
720000	-20.53	-20.23	815	1.0156229297320047
730000	-20.5	-20.23	827	1.0154303630193076
740000	-20.46	-20.23	838	1.0169243812561035
750000	-20.49	-20.23	850	1.0162915468215943
760000	-20.54	-20.23	862	1.0194368998209635
770000	-20.51	-20.23	874	1.0231569647789
780000	-20.58	-20.23	886	1.024932285149892
790000	-20.59	-20.23	899	1.0393376191457113
800000	-20.59	-20.23	911	1.0462267676989236
810000	-20.63	-20.23	923	1.0341318488121032
820000	-20.64	-20.23	935	1.0321535348892212
830000	-20.68	-20.23	947	1.035242251555125
840000	-20.68	-20.23	959	1.0369683027267456
850000	-20.67	-20.23	971	1.038004450003306
860000	-20.63	-20.23	983	1.0413332819938659
870000	-20.6	-20.23	995	1.0416372179985047
880000	-20.65	-20.23	1007	1.064801816145579
890000	-20.64	-20.23	1019	1.0444231510162354
900000	-20.69	-20.23	1032	1.045984967549642
910000	-20.71	-20.23	1044	1.0501634001731872
920000	-20.72	-20.23	1056	1.046742582321167
930000	-20.73	-20.23	1068	1.0508846322695413
940000	-20.75	-20.23	1081	1.0551236351331075
950000	-20.77	-20.23	1093	1.0556189974149068
960000	-20.74	-20.23	1105	1.061399483680725
970000	-20.8	-20.23	1118	1.0584379156430563
980000	-20.8	-20.23	1130	1.054816468556722
990000	-20.8	-20.23	1143	1.0615262150764466
1000000	-20.79	-20.23	1155	1.0637015620867412
1010000	-20.82	-20.23	1168	1.0613290190696716
1020000	-20.84	-20.23	1180	1.0644856492678325
1030000	-20.87	-20.23	1193	1.0614208340644837
1040000	-20.88	-20.23	1205	1.0639309644699098
1050000	-20.88	-20.23	1218	1.0628182649612428
1060000	-20.86	-20.23	1231	1.0633998314539592
1070000	-20.87	-20.23	1243	1.0634161313374837
1080000	-20.87	-20.23	1255	1.0634994665781656
1090000	-20.87	-20.23	1267	1.0639421661694846
1100000	-20.86	-20.23	1279	1.061372180779775
1110000	-20.86	-20.23	1292	1.0634447971979777
1120000	-20.85	-20.23	1304	1.0624078154563903
1130000	-20.82	-20.23	1316	1.0596706310908
1140000	-20.81	-20.23	1329	1.0591837644577027
1150000	-20.82	-20.23	1342	1.0614786307017008
1160000	-20.8	-20.23	1354	1.0592933495839436
1170000	-20.79	-20.23	1366	1.0621338486671448
1180000	-20.81	-20.23	1378	1.0608115156491598
1190000	-20.79	-20.23	1391	1.0640214165051778
1200000	-20.79	-20.23	1403	1.0593181371688842
1210000	-20.81	-20.23	1415	1.0610145688056947
1220000	-20.83	-20.23	1427	1.069280199209849
1230000	-20.82	-20.23	1440	1.0649129152297974
1240000	-20.85	-20.23	1452	1.068740431467692
1250000	-20.85	-20.23	1465	1.0648922522862752
1260000	-20.84	-20.23	1477	1.0631073832511901
1270000	-20.85	-20.23	1489	1.0631563345591226
1280000	-20.88	-20.23	1501	1.0643875161806742
1290000	-20.87	-20.23	1514	1.0628344297409058
1300000	-20.87	-20.23	1526	1.070395569006602
1310000	-20.87	-20.23	1539	1.0691501021385192
1320000	-20.85	-20.23	1551	1.069993217786153
1330000	-20.85	-20.23	1563	1.0698961297671
1340000	-20.87	-20.23	1575	1.0642647981643676
1350000	-20.87	-20.23	1588	1.065380863348643
1360000	-20.84	-20.23	1600	1.0638614654541017
1370000	-20.84	-20.23	1613	1.0673994461695353
1380000	-20.83	-20.23	1625	1.0715526541074116
1390000	-20.84	-20.23	1638	1.0717850168546041
1400000	-20.86	-20.23	1650	1.0721464991569518
1410000	-20.87	-20.23	1663	1.0665384531021118
1420000	-20.84	-20.23	1675	1.0714393655459087
1430000	-20.86	-20.23	1687	1.0642307639122008
1440000	-20.89	-20.23	1700	1.0679051836331686
1450000	-20.88	-20.23	1712	1.068115484714508
1460000	-20.9	-20.23	1724	1.0637619853019715
1470000	-20.9	-20.23	1736	1.0626047809918722
1480000	-20.89	-20.23	1749	1.0628304799397787
1490000	-20.89	-20.23	1761	1.0666441957155863
1500000	-20.88	-20.23	1773	1.0815456708272297
1510000	-20.89	-20.23	1786	1.0711532672246298
1520000	-20.86	-20.23	1798	1.0683165629704794
1530000	-20.87	-20.23	1811	1.0684060176213583
1540000	-20.87	-20.23	1824	1.0718000292778016
1550000	-20.84	-20.23	1836	1.0701789021492005
1560000	-20.84	-20.23	1848	1.0675834854443869
1570000	-20.83	-20.23	1860	1.066273581981659
1580000	-20.84	-20.23	1873	1.0648184140523276
1590000	-20.84	-20.23	1885	1.063274097442627
1600000	-20.87	-20.23	1897	1.0650179346402486
1610000	-20.85	-20.23	1910	1.0970142642656961
1620000	-20.81	-20.23	1922	1.0885050495465596
1630000	-20.83	-20.23	1934	1.0584738532702127
1640000	-20.85	-20.23	1946	1.0580375035603842
1650000	-20.84	-20.23	1959	1.0668790618578592
1660000	-20.84	-20.23	1971	1.0654306213061016
1670000	-20.84	-20.23	1984	1.0634176015853882
1680000	-20.83	-20.23	1996	1.0622784654299418
1690000	-20.83	-20.23	2009	1.0836224516232809
1700000	-20.84	-20.23	2021	1.0624330520629883
1710000	-20.87	-20.23	2033	1.062360699971517
1720000	-20.84	-20.23	2046	1.0608896692593892
1730000	-20.84	-20.23	2057	1.0692272305488586
1740000	-20.82	-20.23	2070	1.0679319341977438
1750000	-20.83	-20.23	2083	1.0677658200263977
1760000	-20.84	-20.23	2095	1.0786996324857077
1770000	-20.88	-20.23	2107	1.0835779666900636
1780000	-20.9	-20.23	2120	1.0682076334953308
1790000	-20.87	-20.23	2132	1.0694708347320556
1800000	-20.87	-20.23	2144	1.0623767813046774
1810000	-20.87	-20.23	2156	1.0859138170878093
1820000	-20.88	-20.23	2169	1.0938475529352825
1830000	-20.85	-20.23	2181	1.0644913156827291
1840000	-20.83	-20.23	2193	1.0857956012090046
1850000	-20.81	-20.23	2206	1.0769939343134562
1860000	-20.81	-20.23	2218	1.0776439666748048
1870000	-20.84	-20.23	2230	1.0715454339981079
1880000	-20.86	-20.23	2242	1.0695727825164796
1890000	-20.87	-20.23	2254	1.0706833799680073
1900000	-20.89	-20.23	2266	1.0644000172615051
1910000	-20.92	-20.23	2279	1.0795955340067545
1920000	-20.94	-20.23	2291	1.0913067976633708
1930000	-20.95	-20.23	2303	1.097213884194692
1940000	-20.93	-20.23	2316	1.0876789331436156
1950000	-20.91	-20.23	2328	1.0713427146275838
1960000	-20.9	-20.23	2341	1.0639836510022482
1970000	-20.89	-20.23	2352	1.0780476053555808
1980000	-20.89	-20.23	2365	1.0788172125816344
1990000	-20.87	-20.23	2377	1.0606976707776388
2000000	-20.85	-20.23	2389	1.0676236828168233
2010000	-20.86	-20.23	2400	1.0671921332677206
2020000	-20.85	-20.23	2413	1.0672829826672872
2030000	-20.83	-20.23	2425	1.0593850493431092
2040000	-20.81	-20.23	2437	1.0566956162452699
2050000	-20.79	-20.23	2449	1.0559327562650045
2060000	-20.76	-20.23	2461	1.05663112004598
2070000	-20.76	-20.23	2473	1.06217360496521
2080000	-20.79	-20.23	2485	1.061286985874176
2090000	-20.78	-20.23	2496	1.0572100480397542
2100000	-20.78	-20.23	2509	1.0605867981910706
2110000	-20.77	-20.23	2521	1.055038583278656
2120000	-20.8	-20.23	2533	1.0580548485120138
2130000	-20.8	-20.23	2546	1.0563302000363668
2140000	-20.82	-20.23	2559	1.0612493356068928
2150000	-20.81	-20.23	2571	1.057553732395172
2160000	-20.8	-20.23	2583	1.0578457514444988
2170000	-20.81	-20.23	2595	1.055264663696289
2180000	-20.82	-20.23	2608	1.0587020993232727
2190000	-20.81	-20.23	2619	1.0560957511266074
2200000	-20.81	-20.23	2631	1.0576346158981322
2210000	-20.83	-20.23	2643	1.0600506782531738
2220000	-20.85	-20.23	2656	1.0594359159469604
2230000	-20.85	-20.23	2669	1.0593436161677043
2240000	-20.83	-20.23	2681	1.058809232711792
2250000	-20.81	-20.23	2693	1.0567882696787516
2260000	-20.78	-20.23	2705	1.0597401022911073
2270000	-20.81	-20.23	2717	1.0584427475929261
2280000	-20.82	-20.23	2729	1.0590476950009664
2290000	-20.82	-20.23	2741	1.058334231376648
2300000	-20.85	-20.23	2754	1.0607068856557211
2310000	-20.84	-20.23	2765	1.059489365418752
2320000	-20.84	-20.23	2777	1.0660847981770833
2330000	-20.88	-20.23	2790	1.057529632250468
2340000	-20.87	-20.23	2801	1.0568802634874979
2350000	-20.89	-20.23	2813	1.0604845484097798
2360000	-20.88	-20.23	2825	1.0578849991162618
2370000	-20.85	-20.23	2838	1.0584516167640685
2380000	-20.86	-20.23	2850	1.060284435749054
2390000	-20.81	-20.23	2862	1.0611828009287516
2400000	-20.83	-20.23	2874	1.0613674998283387
2410000	-20.83	-20.23	2887	1.0605545004208883
2420000	-20.85	-20.23	2900	1.0627548813819885
2430000	-20.84	-20.23	2911	1.0556929032007853
2440000	-20.84	-20.23	2923	1.0574733813603718
2450000	-20.86	-20.23	2935	1.0578396519025166
2460000	-20.82	-20.23	2948	1.0569363832473755
2470000	-20.85	-20.23	2960	1.060024583339691
2480000	-20.85	-20.23	2973	1.0562407692273459
2490000	-20.85	-20.23	2985	1.062526031335195
2500000	-20.86	-20.23	2998	1.0628942847251892
2510000	-20.86	-20.23	3011	1.0811409989992777
2520000	-20.86	-20.23	3022	1.0577845335006715
2530000	-20.86	-20.23	3034	1.0584479967753093
2540000	-20.89	-20.23	3046	1.0573760986328125
2550000	-20.89	-20.23	3059	1.0597660819689432
2560000	-20.89	-20.23	3070	1.059933884938558
2570000	-20.88	-20.23	3083	1.0603894551595052
2580000	-20.87	-20.23	3095	1.0583688656489054
2590000	-20.87	-20.23	3107	1.0570753812789917
2600000	-20.86	-20.23	3120	1.0612746000289917
2610000	-20.86	-20.23	3132	1.0620028336842855
2620000	-20.84	-20.23	3145	1.0638465682665508
2630000	-20.84	-20.23	3156	1.060598333676656
2640000	-20.87	-20.23	3168	1.0594202319780985
2650000	-20.88	-20.23	3181	1.0585517485936482
2660000	-20.89	-20.23	3193	1.0601273020108541
2670000	-20.87	-20.23	3204	1.0594234466552734
2680000	-20.88	-20.23	3216	1.0606302817662556
2690000	-20.9	-20.23	3229	1.062572451432546
2700000	-20.91	-20.23	3241	1.062630252043406
2710000	-20.9	-20.23	3253	1.0575262506802876
2720000	-20.88	-20.23	3264	1.059557318687439
2730000	-20.88	-20.23	3276	1.0593860507011414
2740000	-20.87	-20.23	3288	1.0594762166341145
2750000	-20.88	-20.23	3300	1.0595383167266845
2760000	-20.89	-20.23	3313	1.0574912309646607
2770000	-20.9	-20.23	3325	1.0593402822812399
2780000	-20.9	-20.23	3338	1.060098365942637
2790000	-20.89	-20.23	3350	1.059044365088145
2800000	-20.87	-20.23	3361	1.058363934357961
2810000	-20.88	-20.23	3374	1.0601776361465454
2820000	-20.86	-20.23	3385	1.059795900185903
2830000	-20.89	-20.23	3397	1.0583964506785075
2840000	-20.9	-20.23	3410	1.057734751701355
2850000	-20.88	-20.23	3422	1.059703783194224
2860000	-20.88	-20.23	3433	1.058072280883789
2870000	-20.88	-20.23	3445	1.0583233833312988
2880000	-20.94	-20.23	3457	1.0620570500691733
2890000	-20.89	-20.23	3469	1.0651972810427348
2900000	-20.9	-20.23	3482	1.0603670994440715
2910000	-20.88	-20.23	3494	1.0609098474184673
2920000	-20.87	-20.23	3506	1.0614463170369466
2930000	-20.88	-20.23	3518	1.058588433265686
2940000	-20.86	-20.23	3530	1.060412351290385
2950000	-20.85	-20.23	3543	1.059467085202535
2960000	-20.85	-20.23	3556	1.0615710337956747
2970000	-20.85	-20.23	3567	1.0608639001846314
2980000	-20.84	-20.23	3580	1.0657634337743123
2990000	-20.86	-20.23	3592	1.0616584340731303
3000000	-20.83	-20.23	3604	1.0602189660072328
3010000	-20.82	-20.23	3616	1.0626142978668214
3020000	-20.8	-20.23	3627	1.06568789879481
3030000	-20.8	-20.23	3639	1.0644911487897237
3040000	-20.81	-20.23	3651	1.0627656857172647
3050000	-20.84	-20.23	3664	1.0588714400927226
3060000	-20.86	-20.23	3677	1.0587689518928527
3070000	-20.87	-20.23	3688	1.0565900524457297
3080000	-20.92	-20.23	3700	1.0585243503252666
3090000	-20.92	-20.23	3712	1.0606210271517436
3100000	-20.9	-20.23	3725	1.061199434598287
3110000	-20.93	-20.23	3736	1.064171584447225
3120000	-20.92	-20.23	3749	1.0597532351811727
3130000	-20.92	-20.23	3762	1.0571579019228616
3140000	-20.91	-20.23	3774	1.0584985693295796
3150000	-20.9	-20.23	3787	1.0582346002260843
3160000	-20.89	-20.23	3800	1.05943683385849
3170000	-20.89	-20.23	3812	1.0588249484697978
3180000	-20.87	-20.23	3824	1.0599758505821228
3190000	-20.83	-20.23	3836	1.0573901812235513
3200000	-20.81	-20.23	3849	1.0610870361328124
3210000	-20.81	-20.23	3861	1.0600432674090068
3220000	-20.82	-20.23	3873	1.0565616965293885
3230000	-20.82	-20.23	3884	1.0594682216644287
3240000	-20.83	-20.23	3897	1.0581901868184407
3250000	-20.84	-20.23	3909	1.0580418507258098
3260000	-20.85	-20.23	3921	1.0591093023618063
3270000	-20.9	-20.23	3933	1.0622185508410136
3280000	-20.95	-20.23	3946	1.0623262047767639
3290000	-20.95	-20.23	3959	1.0573488791783652
3300000	-20.95	-20.23	3971	1.058311152458191
3310000	-20.96	-20.23	3983	1.06383349498113
3320000	-20.95	-20.23	3994	1.0592459678649901
3330000	-20.93	-20.23	4006	1.0831987659136455
3340000	-20.92	-20.23	4019	1.058345897992452
3350000	-20.9	-20.23	4032	1.06034308274587
3360000	-20.9	-20.23	4043	1.0601632714271545
3370000	-20.9	-20.23	4056	1.0577014287312825
3380000	-20.89	-20.23	4068	1.0583503166834514
3390000	-20.89	-20.23	4080	1.0578832189242044
3400000	-20.88	-20.23	4092	1.058388352394104
3410000	-20.88	-20.23	4105	1.0601191878318788
3420000	-20.88	-20.23	4117	1.0589547355969746
3430000	-20.9	-20.23	4130	1.060629403591156
3440000	-20.88	-20.23	4142	1.0591721494992574
3450000	-20.89	-20.23	4155	1.0650330146153768
3460000	-20.89	-20.23	4167	1.0610014160474142
3470000	-20.88	-20.23	4179	1.0611404299736023
3480000	-20.9	-20.23	4192	1.0589916944503783
3490000	-20.87	-20.23	4204	1.058799966176351
3500000	-20.86	-20.23	4217	1.0589655796686808
3510000	-20.88	-20.23	4229	1.0611502448717753
3520000	-20.87	-20.23	4242	1.0628235658009848
3530000	-20.86	-20.23	4254	1.0642205158869424
3540000	-20.87	-20.23	4266	1.063723381360372
3550000	-20.89	-20.23	4279	1.0705889304478964
3560000	-20.87	-20.23	4291	1.0611950993537902
3570000	-20.89	-20.23	4303	1.0610261678695678
3580000	-20.92	-20.23	4315	1.0600513497988382
3590000	-20.92	-20.23	4327	1.0603583812713624
3600000	-20.91	-20.23	4340	1.0628045161565145
3610000	-20.91	-20.23	4352	1.0636024316151937
3620000	-20.91	-20.23	4365	1.059886101881663
3630000	-20.88	-20.23	4377	1.0602600812911986
3640000	-20.88	-20.23	4390	1.06225928068161
3650000	-20.89	-20.23	4403	1.0628932992617288
3660000	-20.88	-20.23	4415	1.0609729170799256
3670000	-20.87	-20.23	4428	1.0607016682624817
3680000	-20.91	-20.23	4440	1.0602922797203065
3690000	-20.91	-20.23	4452	1.0596357981363933
3700000	-20.9	-20.23	4465	1.0609909494717915
3710000	-20.92	-20.23	4477	1.0582622329394022
3720000	-20.93	-20.23	4489	1.0616693496704102
3730000	-20.92	-20.23	4502	1.0647611180941263
3740000	-20.94	-20.23	4514	1.0589269638061523
3750000	-20.95	-20.23	4527	1.06562389532725
3760000	-20.94	-20.23	4539	1.0623850663503012
3770000	-20.93	-20.23	4551	1.0620694120724996
3780000	-20.91	-20.23	4564	1.061182733376821
3790000	-20.89	-20.23	4577	1.0623482664426167
3800000	-20.9	-20.23	4588	1.0639867504437766
3810000	-20.91	-20.23	4601	1.0617969314257303
3820000	-20.91	-20.23	4613	1.0606571276982626
3830000	-20.88	-20.23	4625	1.0618051489194233
3840000	-20.87	-20.23	4638	1.0629649678866069
3850000	-20.89	-20.23	4651	1.0623499830563863
3860000	-20.92	-20.23	4663	1.0662394165992737
3870000	-20.95	-20.23	4676	1.0642056345939637
3880000	-20.94	-20.23	4688	1.0639557520548502
3890000	-20.93	-20.23	4700	1.0661908308664958
3900000	-20.91	-20.23	4713	1.0619606852531434
3910000	-20.93	-20.23	4725	1.061423667271932
3920000	-20.94	-20.23	4737	1.0632620135943094
3930000	-20.91	-20.23	4750	1.0615240693092347
3940000	-20.91	-20.23	4762	1.0598164717356364
3950000	-20.91	-20.23	4774	1.0580675999323528
3960000	-20.88	-20.23	4786	1.058781349658966
3970000	-20.88	-20.23	4798	1.0597590486208597
3980000	-20.89	-20.23	4811	1.0585028131802876
3990000	-20.86	-20.23	4823	1.0585527976353963
4000000	-20.87	-20.23	4835	1.0578012983004252
4010000	-20.91	-20.23	4848	1.064586297671
4020000	-20.88	-20.23	4861	1.0621276497840881
4030000	-20.87	-20.23	4873	1.0614123026529947
4040000	-20.9	-20.23	4885	1.0640472173690796
4050000	-20.91	-20.23	4897	1.060926087697347
4060000	-20.91	-20.23	4909	1.0595182180404663
4070000	-20.94	-20.23	4921	1.0622565150260925
4080000	-20.94	-20.23	4934	1.0616413831710816
4090000	-20.93	-20.23	4947	1.0608765522638957
4100000	-20.96	-20.23	4959	1.0598742365837097
4110000	-20.96	-20.23	4972	1.0617187341054282
4120000	-20.95	-20.23	4984	1.0583453019460043
4130000	-20.96	-20.23	4996	1.0591413696606955
4140000	-20.96	-20.23	5009	1.0805448849995931
4150000	-20.96	-20.23	5022	1.0593154986699422
4160000	-20.95	-20.23	5034	1.0581750353177388
4170000	-20.95	-20.23	5046	1.0591419180234274
4180000	-20.93	-20.23	5058	1.058730133374532
4190000	-20.93	-20.23	5071	1.0597599148750305
4200000	-20.9	-20.23	5083	1.059070086479187
4210000	-20.89	-20.23	5096	1.058677613735199
4220000	-20.88	-20.23	5108	1.0591838876406352
4230000	-20.87	-20.23	5120	1.0584438840548198
4240000	-20.87	-20.23	5132	1.0584888497988383
4250000	-20.88	-20.23	5145	1.057985500494639
4260000	-20.9	-20.23	5158	1.0585873524347942
4270000	-20.9	-20.23	5171	1.0584177692731223
4280000	-20.94	-20.23	5184	1.0586276292800902
4290000	-20.95	-20.23	5196	1.05967405239741
4300000	-20.96	-20.23	5209	1.0572413166364034
4310000	-20.97	-20.23	5221	1.0595685521761575
4320000	-20.98	-20.23	5232	1.0574863831202188
4330000	-20.98	-20.23	5245	1.0573455810546875
