Loss	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
16.083918	2.3687620162963867	0	19.207546	8.503847	41.0	9.0	19.20754716981132	8.503847055206311	1018	1018
21.77529	2.897714138031006	1	24.142857	13.278287	60.0	11.0	24.142857142857142	13.278287734872597	1014	2032
24.873142	3.3413820266723633	2	29.647058	14.089802	67.0	11.0	29.647058823529413	14.089800969122345	1008	3040
29.234978	3.790328025817871	3	30.939394	19.304482	78.0	11.0	30.939393939393938	19.304481178526515	1021	4061
32.098038	4.26211404800415	4	36.75862	21.124678	101.0	10.0	36.758620689655174	21.124679426114934	1066	5127
29.115606	4.703516006469727	5	34.517242	18.479475	88.0	11.0	34.51724137931034	18.479477320670743	1001	6128
31.710882	5.1810081005096436	6	40.807693	17.624327	90.0	15.0	40.80769230769231	17.62432591350164	1061	7189
40.037945	5.631261110305786	7	50.95	25.856287	122.0	14.0	50.95	25.85628550275542	1019	8208
33.722927	6.084127902984619	8	46.590908	19.222757	76.0	15.0	46.59090909090909	19.222758980175488	1025	9233
44.94446	6.558492183685303	9	55.63158	31.123203	144.0	23.0	55.63157894736842	31.12320259247413	1057	10290
50.414795	7.028243064880371	10	71.066666	30.354498	144.0	26.0	71.06666666666666	30.354498110750498	1066	11356
49.611473	7.483735084533691	11	74.42857	25.155842	141.0	38.0	74.42857142857143	25.15584080349159	1042	12398
64.74761	7.980515003204346	12	94.916664	38.754482	157.0	51.0	94.91666666666667	38.75448002776224	1139	13537
46.961105	8.431166887283325	13	67.933334	29.665844	129.0	27.0	67.93333333333334	29.665842685186313	1019	14556
62.267216	8.923967838287354	14	93.416664	38.707146	150.0	31.0	93.41666666666667	38.70714476108456	1121	15677
72.86078	9.429886102676392	15	104.36364	51.379646	200.0	57.0	104.36363636363636	51.37964352343291	1148	16825
71.04636	9.876325130462646	16	100.5	56.16983	195.0	41.0	100.5	56.169831760474416	1005	17830
84.11506	10.396565914154053	17	117.5	64.86486	200.0	45.0	117.5	64.86485951576554	1175	19005
60.10299	10.852440118789673	18	104.7	19.809341	141.0	65.0	104.7	19.809341230843593	1047	20052
81.92502	11.303461074829102	19	145.85715	34.45672	200.0	118.0	145.85714285714286	34.45671641527162	1021	21073
95.64269	11.789289236068726	20	183.16667	20.931767	200.0	142.0	183.16666666666666	20.931767457357463	1099	22172
95.418205	12.242756128311157	21	171.0	33.516167	200.0	120.0	171.0	33.51616525399845	1026	23198
98.72884	12.735440015792847	22	185.5	23.034393	200.0	136.0	185.5	23.034394572754312	1113	24311
92.300514	13.21056604385376	23	180.33333	28.40579	200.0	131.0	180.33333333333334	28.40578970718626	1082	25393
93.05209	13.678672075271606	24	176.66667	37.2678	200.0	100.0	176.66666666666666	37.26779962499649	1060	26453
75.12669	14.130782842636108	25	143.14285	29.671673	200.0	103.0	143.14285714285714	29.671672741274733	1002	27455
86.86465	14.598843097686768	26	175.5	26.291634	200.0	135.0	175.5	26.291633650269812	1053	28508
83.61629	15.09118103981018	27	160.71428	40.829662	200.0	100.0	160.71428571428572	40.829661087128756	1125	29633
82.81616	15.540070056915283	28	169.5	31.394001	200.0	119.0	169.5	31.39400155019002	1017	30650
75.243065	16.041603088378906	29	143.5	39.73978	200.0	86.0	143.5	39.73977856002723	1148	31798
82.0366	16.499626874923706	30	149.0	44.65423	200.0	86.0	149.0	44.654227123532216	1043	32841
82.77517	16.98511004447937	31	158.85715	38.43521	200.0	116.0	158.85714285714286	38.435209198369776	1112	33953
81.096085	17.49345088005066	32	144.625	48.720985	200.0	63.0	144.625	48.720984955150485	1157	35110
74.472855	17.967061042785645	33	133.125	31.852934	200.0	91.0	133.125	31.852933538372884	1065	36175
77.668465	18.432595252990723	34	150.0	22.564194	200.0	133.0	150.0	22.564194139008315	1050	37225
79.60588	18.881207942962646	35	145.57143	39.300518	200.0	102.0	145.57142857142858	39.30051669183114	1019	38244
90.86899	19.357934951782227	36	175.33333	32.795662	200.0	108.0	175.33333333333334	32.79566366999692	1052	39296
79.287125	19.828350067138672	37	152.57143	18.530725	174.0	122.0	152.57142857142858	18.53072462431086	1068	40364
86.07139	20.344669103622437	38	167.85715	16.932037	194.0	145.0	167.85714285714286	16.93203701717606	1175	41539
86.18606	20.83090305328369	39	158.14285	27.864103	184.0	102.0	158.14285714285714	27.8641016949283	1107	42646
102.03397	21.342720985412598	40	194.16667	6.6437106	200.0	182.0	194.16666666666666	6.643710475998249	1165	43811
88.106964	21.83790898323059	41	160.85715	35.610706	200.0	109.0	160.85714285714286	35.610706942991065	1126	44937
88.643875	22.32596492767334	42	157.71428	38.654938	200.0	93.0	157.71428571428572	38.6549360578006	1104	46041
85.95605	22.828096866607666	43	157.71428	30.81611	200.0	109.0	157.71428571428572	30.816110284414943	1104	47145
89.28233	23.328350067138672	44	161.42857	34.825512	200.0	94.0	161.42857142857142	34.825512581017556	1130	48275
94.13416	23.834160089492798	45	164.71428	50.81258	200.0	80.0	164.71428571428572	50.81258079793762	1153	49428
94.674355	24.284297227859497	46	170.33333	29.37497	200.0	127.0	170.33333333333334	29.37497044915771	1022	50450
96.07264	24.720458984375	47	166.83333	42.365147	200.0	102.0	166.83333333333334	42.36514552737375	1001	51451
92.004036	25.23504090309143	48	165.42857	36.480354	200.0	92.0	165.42857142857142	36.48035535093665	1158	52609
96.31711	25.686110973358154	49	171.0	26.776855	200.0	129.0	171.0	26.77685567799177	1026	53635
