,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-128.51871768654692,31.74841838766171,-199.68613991991697,-100.86352401608671,,
1,0,-158.10254569417322,36.4362488167417,-201.14744389281253,-90.10551126045529,20.6804141998291,1.043612003326416
2,1,-151.42629063031876,34.428939823452566,-205.79784222354346,-80.4722884806576,1.155040979385376,1.057570219039917
3,2,-176.43652914176465,44.216999296531085,-240.57607036332638,-110.33708275851916,1.1578630208969116,1.0731350183486938
4,3,-220.52509105146464,24.36425898843506,-256.14507736313124,-177.04018001874255,1.2305828332901,1.1151586771011353
5,4,-184.71325310493364,43.458110781828154,-241.4705951575512,-75.64296273625168,1.2029354572296143,1.0926116704940796
6,5,-152.54424654478214,40.14488163926551,-212.34325643905026,-71.91438530180164,1.143939733505249,1.1673861742019653
7,6,-149.2975228798204,38.993985550032,-233.5975398325907,-91.79530952202131,1.1415760517120361,1.1096675395965576
8,7,-134.76133085892178,36.87566072477804,-184.23217871820242,-76.2370520327172,1.0901647806167603,1.1349550485610962
9,8,-150.52784460900006,27.735582778222422,-186.24841452400392,-82.86788387443855,1.0883386135101318,1.085479497909546
10,9,-153.5590659094738,36.648317379826324,-225.52662097546403,-94.25202025506964,1.1153895854949951,1.0897862911224365
11,10,-139.70207599432774,27.779310180917676,-187.3895256728382,-101.97788265800558,1.0570131540298462,1.0481891632080078
