Baseline Loss	Loss	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.5948855	-18.772955	14.054702758789062	0	-7.067078	3.2415245	3.545607	-17.40171	11.780918727915195	3.104245142931102	10002	10002
1.6677864	-3.7654042	22.090381622314453	1	0.32601818	3.6166966	23.938671	-6.5216827	14.794378698224852	3.8726813332184538	10001	20003
1.6424649	-16.56948	29.790427684783936	2	11.767621	6.5907226	42.328537	-0.673816	22.212860310421284	6.703006806228449	10018	30021
1.3923179	-19.385395	37.479543685913086	3	4.572938	4.749366	24.26775	-4.6321855	18.216757741347905	7.000286987192695	10001	40022
1.586342	-12.527753	45.071300745010376	4	0.03973406	6.053178	24.102741	-12.802465	25.62915601023018	9.087979697986022	10021	50043
1.3603215	-20.63373	52.707472801208496	5	-9.618613	6.4770365	9.594463	-25.44762	23.59433962264151	6.273301171055768	10004	60047
1.1374419	-34.508533	60.51946973800659	6	-21.786364	3.059866	-5.6939316	-25.553583	19.106870229007633	3.45638453030438	10012	70059
0.9254915	-21.136272	68.28339076042175	7	-29.77231	1.5007309	-18.550924	-31.582174	17.194158075601376	0.8465212190635383	10007	80066
1.0109874	-216.58229	76.21553778648376	8	-33.92939	2.2146244	-14.685726	-38.344883	11.949820788530467	1.4688695061804211	10002	90068
0.45142013	-1294.3041	84.03400373458862	9	-46.720993	0.42028606	-45.40028	-47.943966	17.0	0.0	10013	100081
0.361302	-97.647095	92.09651970863342	10	-63.175583	0.6677832	-61.621048	-64.47521	18.0	0.0	10008	110089
0.18570139	-85.8641	99.94549560546875	11	-76.4368	0.88069654	-74.490906	-77.98264	18.0	0.0	10008	120097
0.14654739	-5.303459	107.78525686264038	12	-89.80383	1.223144	-86.78356	-91.99273	18.0	0.0	10008	130105
0.23285456	-1178.8918	115.58881258964539	13	-99.71311	2.2589273	-94.18301	-103.14116	18.0	0.0	10008	140113
0.33101833	-17220.207	123.40872168540955	14	-106.22352	2.1595526	-100.75155	-110.080124	18.0	0.0	10008	150121
1.1257337	-2181.9094	131.19379878044128	15	-126.566895	3.5108194	-115.12864	-137.95154	19.440776699029126	0.5624904561354552	10012	160133
0.8160782	-4859.5767	138.88324570655823	16	-158.66708	25.04227	-124.27392	-296.26425	24.0	2.9267639539611383	10008	170141
0.8538339	276.55704	146.6106767654419	17	-259.3195	16.776968	-178.30421	-316.28375	30.852307692307694	1.8455024491831022	10027	180168
0.8043599	57.32195	154.44079279899597	18	-286.5347	16.50525	-190.76768	-314.71948	30.92283950617284	1.5782774909499477	10019	190187
0.6337335	29.774017	162.15163779258728	19	-299.56766	16.17104	-224.83421	-389.2736	31.114906832298136	1.4961113644786819	10019	200206
0.58483344	1.45885	169.81258964538574	20	-304.05716	20.426231	-228.97382	-392.95367	30.873456790123456	1.7948930711944364	10003	210209
0.603693	-8.735435	177.49613690376282	21	-309.33194	18.757082	-214.2752	-331.86258	30.984520123839008	1.5449133559713983	10008	220217
0.53433764	-91.92087	185.22798776626587	22	-306.21982	18.24707	-221.14455	-377.0229	30.84	1.4138654054100712	10023	230240
0.451888	-120.292755	192.87607383728027	23	-291.87885	19.641346	-185.94182	-331.3709	31.062111801242235	1.7629360074553102	10002	240242
0.44140464	-516.3401	200.59702563285828	24	-275.44424	19.482533	-188.30432	-297.53543	30.836923076923078	1.5712385345784956	10022	250264
0.40616876	-109.19536	208.28394269943237	25	-230.43358	20.127481	-157.63191	-264.19803	30.836923076923078	1.669967224991071	10022	260286
0.4353136	-1124.0226	216.3064408302307	26	-202.2493	27.230291	-132.00577	-265.45697	30.858461538461537	1.6947786156938074	10029	270315
0.26540592	-6.1108294	224.04211473464966	27	-146.66289	14.170812	-107.49872	-203.25977	30.711656441717793	1.8158265585007463	10012	280327
0.3520187	-541.57166	231.71906685829163	28	-142.7693	22.107935	-95.532715	-492.7929	31.012383900928793	3.902825230703092	10017	290344
0.33199117	-136.25114	239.39837884902954	29	-162.91922	13.167548	-102.45901	-218.2013	30.873456790123456	1.7283151436550068	10003	300347
0.32339308	-87.82267	247.08936762809753	30	-186.51476	12.65754	-129.30852	-245.71167	30.787692307692307	1.6919272299597552	10006	310353
0.29898426	-26.26931	255.07870984077454	31	-198.38889	11.252868	-146.11841	-236.12361	30.95679012345679	1.4962866193713895	10030	320383
0.27879173	-5.1322775	263.3046488761902	32	-206.31563	18.04165	-117.52611	-260.67923	31.133540372670808	2.1977245177281577	10025	330408
0.6014233	3.0317545	271.5100269317627	33	-183.78394	39.453354	-109.06747	-500.76395	29.072674418604652	4.73519207744267	10001	340409
0.69116706	-0.13382606	279.6942458152771	34	-166.16069	35.583675	-109.289734	-615.054	27.363387978142075	5.220459278548312	10015	350424
0.61279804	-3.6088827	287.8717927932739	35	-153.70053	29.17938	-111.80813	-413.06326	25.776349614395887	4.098887684232116	10027	360451
0.65034556	-1.8009441	296.0561180114746	36	-154.65852	56.614758	-113.87335	-859.05396	25.81958762886598	8.95857751934738	10018	370469
0.57326597	-0.759347	303.9075117111206	37	-155.30937	42.74473	-115.36163	-765.7223	25.535714285714285	6.412977117548767	10010	380479
0.44556546	-1.2644825	311.5377037525177	38	-155.79631	26.292002	-113.2312	-253.09985	25.097744360902254	3.655321238715901	10014	390493
0.59909785	-0.17809445	319.1606957912445	39	-161.31577	56.428547	-113.74352	-855.6815	25.8656330749354	8.248249821387079	10010	400503
