,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-154.05310701128232,27.191033562643547,-199.70624647305698,-107.45217564383546,,
1,0,-153.0910924167845,26.655823347097257,-207.25534638926302,-114.84418146950165,17.312450408935547,1.0080798864364624
2,1,-149.82107782167924,43.46852097579722,-229.51666141060082,-89.85915522699855,1.0793870687484741,1.0198116302490234
3,2,-202.50714293885284,36.62388102438777,-251.12132060460436,-131.14890958884635,1.0196233987808228,0.9889771342277527
4,3,-171.93065391424915,25.405934122266835,-209.50400747516835,-138.2848190498148,1.0504071712493896,1.0863064527511597
5,4,-150.89959723960948,35.925555504283956,-226.0450069870143,-78.16347924917433,1.0583919286727905,1.0524873733520508
6,5,-183.13606382113562,29.739255536673376,-228.68897575733726,-137.4991263588266,1.025322675704956,1.0348230600357056
7,6,-173.07021435322895,31.16951763145768,-244.0946714935887,-131.5257069898415,1.0403130054473877,0.9939020276069641
8,7,-142.29503624377608,33.083779633712076,-205.99518998468025,-104.89017877917942,1.0296907424926758,1.0348684787750244
9,8,-135.56526367742043,31.676376426523404,-189.92531853209528,-102.4150456040812,1.059134602546692,1.056152582168579
10,9,-173.9190916048463,37.470128147168474,-243.64855847110044,-106.24615557085178,1.0320262908935547,1.0284197330474854
11,10,-157.34090178354518,36.37886007938894,-221.5354643513434,-79.7332943201082,1.058931827545166,1.0128227472305298
