Baseline Loss	Loss	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.6429886	0.015279745	11.90842604637146	0	-2.6272511	3.67242	5.4480247	-18.959112	10.862106406080347	2.930517757200664	10004	10004
3.1060152	-0.02265137	18.218454122543335	1	7.2146306	6.520515	36.50521	-18.041822	24.127710843373492	9.854389435439625	10013	20017
1.5265474	-0.021347148	24.132962942123413	2	44.06379	48.54829	263.85028	-40.062744	86.54310344827586	46.88658219969343	10039	30056
1.081372	-0.017220601	30.02877187728882	3	153.98221	123.37669	535.07935	-4.964142	193.07692307692307	86.37615548683786	10040	40096
1.197919	-0.027727839	36.1383318901062	4	246.1792	176.89398	841.97296	25.397036	266.1578947368421	175.72863744028888	10114	50210
1.2904762	-0.027348189	42.193034172058105	5	312.30966	150.02098	984.1521	31.506777	248.4878048780488	146.09938514273043	10188	60398
1.2364243	-0.016929671	48.14138197898865	6	301.86673	124.61182	597.54913	32.93103	232.4318181818182	103.44506616980837	10227	70625
1.0886599	0.010451991	54.018465757369995	7	280.01178	143.19807	722.7157	0.38743627	219.82608695652175	123.69111323528358	10112	80737
0.96018094	0.0037358517	59.82607913017273	8	231.21646	87.416374	422.20026	14.79678	200.12	66.64702243911576	10006	90743
0.9003079	-0.0034153182	65.60167503356934	9	261.81375	136.42508	659.48474	1.7632923	204.71428571428572	111.64118909273948	10031	100774
0.92016995	-0.018650636	71.47447299957275	10	276.43945	96.205765	483.41766	42.70015	204.46938775510205	77.83187061415539	10019	110793
0.9178439	0.048637804	77.36395502090454	11	288.79865	124.59315	753.9113	8.417202	212.95744680851064	113.75691841421441	10009	120802
0.89402056	-0.019080192	83.31005096435547	12	279.02673	84.59966	494.63733	28.05578	196.50980392156862	70.54114987333102	10022	130824
0.8629141	-0.007047882	89.35431599617004	13	267.10602	92.358	617.3225	33.80548	177.78947368421052	64.11632434171045	10134	140958
0.84444654	-0.009756881	95.4396607875824	14	279.6665	70.77652	426.89264	47.514187	183.07272727272726	46.902162983832454	10069	151027
0.86384267	-0.011162271	101.52869510650635	15	272.08765	55.512493	386.3335	32.99878	168.53333333333333	35.87685728835358	10112	161139
0.69257474	0.004979377	107.52380609512329	16	274.57697	91.45921	611.33777	26.1818	185.2037037037037	72.44701247057885	10001	171140
0.6775963	-0.032270525	113.69371509552002	17	276.56335	66.81677	457.81854	20.63214	170.98305084745763	36.25357563916328	10088	181228
0.5291312	-0.016069472	120.01422905921936	18	256.15988	66.83827	348.01962	21.166517	160.79365079365078	29.99638006210809	10130	191358
0.5630275	0.040522028	126.29669404029846	19	269.73413	45.35617	389.99222	64.4048	160.22222222222223	30.247888261299792	10094	201452
0.60890913	0.0095724175	132.59552788734436	20	263.0534	37.90646	377.09866	47.730633	153.86153846153846	26.043086738401524	10001	211453
0.79886836	0.006150505	138.91058206558228	21	250.18102	19.078037	313.1098	171.15141	141.92957746478874	16.40965358584329	10077	221530
0.67588794	0.023633577	145.31206798553467	22	249.90771	26.84602	356.94315	160.53163	147.7058823529412	30.53063014683172	10044	231574
0.49807125	-0.003467877	151.59061479568481	23	242.59175	35.65551	297.7366	81.12285	149.70149253731344	28.550042436841785	10030	241604
0.430476	0.034889385	158.00526905059814	24	253.00554	43.01352	335.99487	59.181866	157.25	28.27598362568489	10064	251668
0.4626684	0.03296739	164.2954659461975	25	256.04364	34.157845	338.68268	60.56596	156.515625	24.67538765367983	10017	261685
0.3956899	-0.021837939	170.67862200737	26	257.8394	35.64116	356.1162	104.35922	163.4516129032258	29.010386026362067	10134	271819
0.36887717	-0.010424386	177.10858988761902	27	248.71317	45.13126	309.044	43.331554	158.15625	29.96363355698871	10122	281941
0.48938653	0.002997278	183.49015617370605	28	259.8211	30.828938	375.08133	103.1873	159.1904761904762	27.232600178309365	10029	291970
0.5137639	-0.006959736	189.89993596076965	29	265.27148	33.729786	397.51126	175.1227	160.796875	35.336852084394486	10291	302261
0.3154446	-0.029539345	196.18074798583984	30	247.34943	42.46376	319.33658	24.73162	152.6818181818182	30.028854351505185	10077	312338
0.43349004	-0.026322111	202.5885488986969	31	255.50967	25.757092	345.29858	196.47	150.1492537313433	26.01850875723945	10060	322398
0.29402453	0.0070734667	209.07372188568115	32	248.24156	33.219532	294.51904	67.85772	149.36764705882354	23.208076948341464	10157	332555
0.3645255	-0.010301467	215.31315898895264	33	246.09224	32.163887	277.60626	38.893932	143.17142857142858	17.160562285635738	10022	342577
0.28088546	-0.02648963	221.6155002117157	34	251.47783	38.672855	321.81836	81.40102	154.28787878787878	29.62941063012118	10183	352760
0.3357655	0.005034645	227.88647603988647	35	258.69907	23.937202	339.7502	201.14522	153.8923076923077	24.772890317331893	10003	362763
0.24777226	-0.0023175993	234.25215196609497	36	249.13806	35.659645	323.6473	83.56748	150.88059701492537	25.1090293493686	10109	372872
0.28863057	-0.004973918	240.74693894386292	37	259.02628	19.538872	315.5889	213.25986	153.92307692307693	19.987925349153013	10005	382877
0.26534358	-0.011198331	247.13807606697083	38	251.8862	33.98938	372.62936	63.75641	149.6417910447761	25.664716177929016	10026	392903
