Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
71.54155373573303	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	-0.6931473	1.1920929e-07	9.117066e-07	0.0	0.6931473	30049	30049
139.4796416759491	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	-0.6931473	1.1920929e-07	2.7037458e-08	0.0	0.6931472	30049	60098
202.57991075515747	2	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	-0.6931473	1.1920929e-07	1.192093e-07	1.4210855e-14	0.6931472	30049	90147
267.8100507259369	3	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	-0.6931473	1.1920929e-07	4.5620254e-07	0.0	0.69314724	30049	120196
338.56014490127563	4	0.14572865	2.0505836	29.0	0.0	151.0	0.0	0.00096509035	0.00096509035	0.00096509035	0.00096509035	-0.6931473	1.1920929e-07	-1.0132788e-06	1.1368684e-13	0.69314706	30049	150245
408.30975580215454	5	0.1356784	1.347502	14.0	0.0	151.0	0.0	0.0008985324	0.0008985324	0.0008985324	0.0008985324	-0.6931473	1.1920929e-07	2.1365122e-07	0.0	0.6931472	30049	180294
479.4357748031616	6	0.020100502	0.22326495	3.0	0.0	151.0	0.0	0.00013311591	0.00013311591	0.00013311591	0.00013311591	-0.6931473	1.1920929e-07	5.250331e-08	0.0	0.6931472	30049	210343
549.590057849884	7	0.12060302	1.1969509	16.0	0.0	151.0	0.0	0.0007986955	0.0007986955	0.0007986955	0.0007986955	-0.6931473	1.1920929e-07	1.0839722e-06	0.0	0.6931473	30049	240392
621.4692149162292	8	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	-0.6931473	1.1920929e-07	5.873153e-08	0.0	0.6931472	30049	270441
691.4064056873322	9	0.050251257	0.7070979	10.0	0.0	151.0	0.0	0.0003327898	0.0003327898	0.0003327898	0.0003327898	-0.6931473	1.1920929e-07	4.3970067e-07	0.0	0.69314724	30049	300490
757.2513966560364	10	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	-0.6931473	1.1920929e-07	7.238996e-07	0.0	0.69314724	30049	330539
826.5757739543915	11	0.2512563	2.252232	25.0	0.0	151.0	0.0	0.0016639489	0.0016639489	0.0016639489	0.0016639489	-0.6931473	1.1920929e-07	-4.649628e-07	0.0	0.6931471	30049	360588
895.6965177059174	12	0.18090452	2.545552	36.0	0.0	151.0	0.0	0.0011980432	0.0011980432	0.0011980432	0.0011980432	-0.6931473	1.1920929e-07	6.477494e-07	0.0	0.69314724	30049	390637
970.9005968570709	13	0.085427135	0.8493205	9.0	0.0	151.0	0.0	0.0005657426	0.0005657426	0.0005657426	0.0005657426	-0.6931473	1.1920929e-07	3.6163692e-07	0.0	0.69314724	30049	420686
1038.7986307144165	14	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	-0.6931473	1.1920929e-07	-1.261792e-07	0.0	0.6931472	30049	450735
1103.5393495559692	15	0.6080402	4.3510685	47.0	0.0	151.0	0.0	0.004026756	0.004026756	0.004026756	0.004026756	-0.6931473	1.1920929e-07	3.7870632e-07	0.0	0.69314724	30049	480784
1171.1029176712036	16	0.43718594	3.2197294	34.0	0.0	151.0	0.0	0.0028952712	0.0028952712	0.0028952712	0.0028952712	-0.6931473	1.1920929e-07	2.64321e-07	0.0	0.6931472	30049	510833
1237.6271035671234	17	0.4522613	3.0285883	34.0	0.0	151.0	0.0	0.002995108	0.002995108	0.002995108	0.002995108	-0.6931473	1.1920929e-07	6.174232e-07	0.0	0.69314724	30049	540882
1305.007477760315	18	0.2562814	2.325227	30.0	0.0	151.0	0.0	0.0016972278	0.0016972278	0.0016972278	0.0016972278	-0.6931473	1.1920929e-07	7.151684e-07	0.0	0.69314724	30049	570931
