Iteration	MeanRewardFor100Episodes	BestMeanEpisodeReward	Episodes	TimeSpent
60000	-20.26153846153846	-inf	65	None
70000	-20.223684210526315	-inf	76	0.7612501343091329
80000	-20.264367816091955	-inf	87	0.7628602822621663
90000	-20.257731958762886	-inf	97	0.7634344339370728
100000	-20.26	-20.22	109	0.7662156184514364
110000	-20.3	-20.22	120	0.7700379649798076
120000	-20.28	-20.22	130	0.7979279160499573
130000	-20.27	-20.22	141	0.7718091487884522
140000	-20.25	-20.22	152	0.7713766018549602
150000	-20.24	-20.22	162	0.773156197865804
160000	-20.23	-20.22	173	0.7745677630106608
170000	-20.24	-20.22	184	0.7728835026423136
180000	-20.21	-20.19	194	0.7740510980288188
190000	-20.31	-20.19	205	0.7765417615572612
200000	-20.28	-20.19	216	0.7868363499641419
210000	-20.29	-20.19	226	0.8051355004310607
220000	-20.32	-20.19	237	0.7828896522521973
230000	-20.33	-20.19	248	0.78404887119929
240000	-20.34	-20.19	258	0.7842560013135275
250000	-20.37	-20.19	269	0.7900322000185649
260000	-20.37	-20.19	280	0.7855893015861511
270000	-20.35	-20.19	291	0.7880952397982279
280000	-20.3	-20.19	301	0.7906753818194071
290000	-20.23	-20.19	311	0.7911697347958883
300000	-20.19	-20.19	321	0.7919566790262859
310000	-20.21	-20.19	330	0.7939276814460754
320000	-20.17	-20.15	341	0.7956808169682821
330000	-20.03	-20.03	351	0.82346031665802
340000	-20.01	-20.01	361	0.7965280294418335
350000	-19.98	-19.98	371	0.7974502205848694
360000	-19.97	-19.97	380	0.8018146634101868
370000	-19.89	-19.89	390	0.7997174660364786
380000	-19.84	-19.84	399	0.8038838505744934
390000	-19.78	-19.78	408	0.8042403817176819
400000	-19.7	-19.7	417	0.8072030663490295
410000	-19.67	-19.67	426	0.8061003684997559
420000	-19.66	-19.66	436	0.8109856645266215
430000	-19.64	-19.63	446	0.8109077175458272
440000	-19.63	-19.62	455	0.8171607693036397
450000	-19.64	-19.62	464	0.8113410989443461
460000	-19.47	-19.47	472	0.8136033137639364
470000	-19.41	-19.41	480	0.8168922464052836
480000	-19.31	-19.31	488	0.8255245367685954
490000	-19.28	-19.26	497	0.8367216507593791
500000	-19.27	-19.26	505	0.8243808348973592
510000	-19.26	-19.23	512	0.835088054339091
520000	-19.11	-19.11	519	0.8456300973892212
530000	-18.99	-18.97	526	0.8253334204355876
540000	-18.87	-18.87	533	0.8255895773569742
550000	-18.67	-18.67	539	0.828215483824412
560000	-18.52	-18.52	546	0.8371059179306031
570000	-18.33	-18.33	552	0.8306567192077636
580000	-18.19	-18.19	558	0.8342028339703877
590000	-18.07	-18.07	564	0.8374687989552816
600000	-18.05	-18.05	570	0.8446352998415629
610000	-17.92	-17.91	576	0.8436110536257426
620000	-17.84	-17.84	581	0.850888733069102
630000	-17.7	-17.7	587	0.8485312342643738
640000	-17.47	-17.47	592	0.8394072333971659
650000	-17.38	-17.38	598	0.8412978331247966
660000	-17.32	-17.32	604	0.8486589829126994
670000	-17.18	-17.16	609	0.8469950675964355
680000	-17.05	-17.05	613	0.8528955181439718
690000	-16.93	-16.89	619	0.8491718133290609
700000	-16.75	-16.75	623	0.8473911682764689
710000	-16.59	-16.59	629	0.8512472987174988
720000	-16.46	-16.44	634	0.8529040336608886
730000	-16.37	-16.36	639	0.8559445023536683
740000	-16.29	-16.29	644	0.8551927367846172
750000	-16.11	-16.11	648	0.8565685311953227
760000	-16.13	-16.07	653	0.8583702325820923
770000	-15.97	-15.97	657	0.857162884871165
780000	-15.75	-15.75	661	0.8587932705879211
790000	-15.46	-15.46	665	0.8613729039827983
800000	-15.27	-15.27	670	0.8627466519673666
810000	-15.13	-15.13	674	0.8637459675470988
820000	-14.82	-14.82	678	0.865758216381073
830000	-14.63	-14.63	682	0.8663639028867086
840000	-14.36	-14.36	686	0.8686858654022217
850000	-14.29	-14.28	690	0.8693801959355673
860000	-14.25	-14.24	694	0.8714513858159383
870000	-14.05	-14.05	698	0.8718440691630046
880000	-13.86	-13.86	702	0.8752969145774842
890000	-13.64	-13.63	706	0.8761516650517781
900000	-13.51	-13.51	710	0.8780140161514283
910000	-13.41	-13.34	714	0.8771888971328735
920000	-13.22	-13.21	718	0.8962141791979472
930000	-13.1	-13.04	721	0.8795517643292745
940000	-12.92	-12.92	725	0.8788517157236735
950000	-12.75	-12.75	728	0.880171251296997
960000	-12.52	-12.52	732	0.9737967888514201
970000	-12.49	-12.49	735	0.8857504010200501
980000	-12.24	-12.24	739	0.8864537636439006
990000	-11.95	-11.95	742	0.88616441488266
1000000	-11.76	-11.76	745	0.888003400961558
1010000	-11.7	-11.67	748	0.8890124996503194
1020000	-11.32	-11.32	751	0.8880112528800964
1030000	-11.28	-11.21	754	0.8906899134318034
1040000	-11.2	-11.15	758	0.8916405161221822
1050000	-11.17	-11.14	762	0.8924431204795837
1060000	-10.91	-10.91	765	0.8942833662033081
1070000	-10.94	-10.91	769	0.8950156331062317
1080000	-10.56	-10.56	771	0.8931833982467652
1090000	-10.42	-10.42	775	0.8944047172864278
1100000	-10.43	-10.42	778	0.908774447441101
1110000	-10.38	-10.34	781	0.9079214811325074
1120000	-10.28	-10.28	784	0.9074697812398275
1130000	-9.98	-9.98	787	0.8965492367744445
1140000	-9.71	-9.71	790	0.8958365678787231
1150000	-9.5	-9.5	793	0.9094144344329834
1160000	-9.07	-9.07	796	0.9205495516459147
1170000	-8.71	-8.71	799	0.9069431543350219
1180000	-8.2	-8.2	802	0.9127068956693013
1190000	-8.1	-8.1	805	0.927385667959849
1200000	-7.65	-7.65	808	0.9140815655390422
1210000	-7.33	-7.33	810	0.9096221288045248
1220000	-6.94	-6.94	813	0.9061774452527364
1230000	-6.68	-6.68	816	0.9045422474543253
1240000	-6.31	-6.31	818	0.9051589488983154
1250000	-5.83	-5.83	821	0.9046425024668375
1260000	-5.36	-5.36	824	0.9081578334172566
1270000	-4.8	-4.8	827	0.9057186961174011
1280000	-4.42	-4.42	830	0.9056942820549011
1290000	-3.94	-3.94	833	0.9062983989715576
1300000	-3.48	-3.48	835	0.9069113651911418
1310000	-3.04	-3.04	838	0.9047809481620789
1320000	-2.65	-2.65	841	0.9047161340713501
1330000	-2.23	-2.23	844	0.904559063911438
1340000	-1.65	-1.65	847	0.9051623622576396
1350000	-1.24	-1.24	850	0.9057602365811666
1360000	-0.32	-0.32	854	0.907236651579539
1370000	0.3	0.3	857	0.9034875154495239
1380000	0.98	0.98	860	0.9028087854385376
1390000	1.88	1.88	864	0.9030641833941142
1400000	2.71	2.71	868	0.9042996644973755
1410000	3.07	3.07	871	0.9037963191668192
1420000	3.55	3.55	874	0.9050789674123129
1430000	4.22	4.22	877	0.9057159145673116
1440000	4.47	4.47	880	0.9027116338411967
1450000	4.93	4.93	883	0.9042968670527141
1460000	5.29	5.29	886	0.9034428795178732
1470000	5.74	5.74	889	0.9028233846028646
1480000	6.38	6.38	893	0.9029477000236511
1490000	6.65	6.65	896	0.9037221670150757
1500000	7.34	7.34	900	0.9033802509307861
1510000	7.93	7.93	904	0.9045048991839091
1520000	8.25	8.25	907	0.9030116717020671
1530000	8.24	8.39	910	0.902970266342163
1540000	8.31	8.39	913	0.9030180652936299
1550000	8.64	8.64	916	0.9031947016716003
1560000	8.89	8.89	920	0.9037123362223307
1570000	9.16	9.16	923	0.9035257816314697
1580000	9.44	9.44	927	0.9034725864728291
1590000	10.06	10.06	932	0.9065198620160421
1600000	10.39	10.39	936	0.9035777688026428
1610000	10.64	10.64	939	0.9027592182159424
1620000	10.87	10.87	943	0.903841765721639
1630000	11.1	11.1	947	0.9026855627695719
1640000	11.25	11.25	951	0.9034344991048177
1650000	11.34	11.34	955	0.9029158353805542
1660000	11.45	11.45	959	0.9049306511878967
1670000	11.68	11.7	963	0.9044657150904337
1680000	11.83	11.83	967	0.9041078805923461
1690000	11.95	11.95	971	0.903961714108785
1700000	12.24	12.24	975	0.9047839323679606
1710000	12.8	12.8	980	0.9044167995452881
1720000	13.33	13.33	985	0.9047640840212504
1730000	13.56	13.56	989	0.9045025666554769
1740000	13.93	13.93	994	0.903790283203125
1750000	13.9	13.93	997	0.9045786023139953
1760000	13.83	13.93	1000	0.9829085389773051
1770000	13.74	13.93	1004	0.9051549156506856
1780000	14.09	14.09	1008	0.90559930006663
1790000	14.65	14.67	1013	0.9038288831710816
1800000	14.97	14.97	1017	0.9030109127362569
1810000	15.14	15.14	1022	0.9019517183303833
1820000	15.37	15.37	1027	0.9041537642478943
1830000	15.5	15.5	1032	0.9039740363756815
1840000	15.77	15.77	1037	0.90374303261439
1850000	16.2	16.2	1043	0.9031596342722575
1860000	16.52	16.52	1049	0.903016988436381
1870000	16.96	16.96	1054	0.9030376513799031
1880000	17.26	17.26	1060	0.9037946661313375
1890000	17.53	17.53	1066	0.9033009648323059
1900000	17.72	17.72	1070	0.903018049399058
1910000	17.73	17.73	1075	0.9044180989265442
1920000	17.78	17.83	1079	0.9051748673121135
1930000	17.73	17.83	1084	0.9031877835591634
1940000	17.97	17.97	1090	0.9027046163876852
1950000	18.32	18.32	1096	0.9035603523254394
1960000	18.57	18.57	1101	0.9036961833635966
1970000	18.97	18.97	1107	0.9057347138722738
1980000	19.04	19.06	1112	0.9043663024902344
1990000	19.4	19.4	1118	0.9034888823827107
2000000	19.59	19.59	1124	0.9044738968213399
2010000	19.58	19.59	1129	0.9046864708264669
2020000	19.57	19.59	1134	0.9040361483891804
2030000	19.56	19.59	1140	0.9060004830360413
2040000	19.55	19.59	1145	0.9042423844337464
2050000	19.5	19.59	1151	0.9042556007703145
2060000	19.37	19.59	1156	0.9044373949368795
2070000	19.24	19.59	1161	0.9041830023129781
2080000	19.23	19.59	1166	0.9050406972567241
2090000	19.27	19.59	1171	0.9052033344904582
2100000	19.36	19.59	1176	0.9033432483673096
2110000	19.24	19.59	1180	0.9040075659751892
2120000	19.33	19.59	1185	0.9031451503435771
2130000	19.24	19.59	1191	0.9038078188896179
2140000	19.1	19.59	1196	0.9048120657602946
2150000	19.12	19.59	1200	0.9055002331733704
2160000	19.0	19.59	1205	0.9036107659339905
2170000	18.94	19.59	1211	0.9042056838671366
2180000	18.91	19.59	1216	0.9043975830078125
2190000	18.85	19.59	1222	0.9040525118509929
2200000	18.89	19.59	1227	0.9040023843447368
2210000	18.92	19.59	1233	0.9072791496912639
2220000	18.92	19.59	1238	0.9051219701766968
2230000	18.87	19.59	1244	0.9034032821655273
2240000	18.9	19.59	1249	0.9033593853314718
2250000	18.94	19.59	1254	0.904437263806661
2260000	18.99	19.59	1259	0.9034366329511007
2270000	18.98	19.59	1265	0.9075183828671773
2280000	19.03	19.59	1270	0.9051911314328511
2290000	18.96	19.59	1275	0.9031562050183614
2300000	19.17	19.59	1280	0.9034128308296203
2310000	19.03	19.59	1284	0.9024025003115336
2320000	19.02	19.59	1289	0.9031161665916443
2330000	18.99	19.59	1294	0.9052089850107828
2340000	18.85	19.59	1297	0.9031729817390441
2350000	18.75	19.59	1300	0.9040703535079956
2360000	18.62	19.59	1304	0.9035857200622559
2370000	18.52	19.59	1307	0.903335432211558
2380000	18.26	19.59	1310	0.9031226674715678
2390000	18.03	19.59	1313	0.9045898636182149
2400000	17.8	19.59	1315	0.9030071496963501
2410000	17.47	19.59	1318	0.9035533666610718
2420000	17.22	19.59	1321	0.9029969692230224
2430000	17.03	19.59	1324	0.9033439040184021
2440000	16.9	19.59	1328	0.9033359487851461
2450000	16.72	19.59	1333	0.9052189509073894
2460000	16.53	19.59	1336	0.9124153137207032
2470000	16.32	19.59	1340	0.9035940845807393
2480000	16.23	19.59	1343	0.9034372846285502
2490000	16.0	19.59	1347	0.9037760774294535
