Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
227.30449104309082	0	-176.26549952294613	-9.665901068272225	69.15469695390333	-34.36245848487611	-402.51989865633766	20.0	0.0	1050	10050	-2268.391470939231	-110.20931449325877
450.17580008506775	1	-195.09662190152005	-13.095479596603495	87.9091230445466	-41.57028042160915	-458.31153358950087	20.0	0.0	1050	20100	-3207.04083651869	-158.14245009442251
674.2091550827026	2	-179.73318795277547	-10.086496209783991	72.20351663721122	-41.998698843856	-433.31262114863	20.0	0.0	1050	30150	-1815.9717628815165	-87.82553996677096
896.1608638763428	3	-192.59580232059878	-11.74101288815671	80.03664371895356	-29.129957883677996	-410.8443071436619	20.0	0.0	1050	40200	-3673.1703674400405	-182.51825721586104
1118.0134110450745	4	-179.66317737099055	-9.98349662888893	74.7071240992726	-28.783074120909202	-376.2226210527373	20.0	0.0	1050	50250	-706.1865267813147	-36.27640760430012
1341.0124080181122	5	-172.41687025212838	-10.069353699583269	73.5370218539968	-34.63070055972479	-474.9150173162169	20.0	0.0	1050	60300	-2411.1222337161375	-125.944636827441
1562.5117371082306	6	-190.58280133152783	-12.458306662305663	80.92568268989275	-48.97775535293193	-486.9224918224138	20.0	0.0	1050	70350	-1154.551044314964	-59.754984520289604
1784.059513092041	7	-161.39269465362136	-9.17065668716727	63.793914948436885	-29.730387999363412	-362.4442199720416	20.0	0.0	1050	80400	-3353.293930728957	-167.2198227996852
2006.938080072403	8	-171.17364468762824	-9.281654967073846	64.4473499922681	-42.13448588225815	-364.3134021343246	20.0	0.0	1050	90450	-2331.3521746226143	-116.9864239470272
2228.4712512493134	9	-171.8720572063786	-9.588780050039372	64.74277614491827	-33.115903377987195	-365.57759684178757	20.0	0.0	1050	100500	-3126.7383600002177	-155.7231066354881
2450.5339500904083	10	-172.66939015929762	-9.577403994827172	67.66626875622889	-35.08540925008043	-385.2320340002314	20.0	0.0	1050	110550	-3467.636671502336	-173.122830109646
2672.0043790340424	11	-159.24433093600146	-8.817023866176473	61.98866021952256	-41.53956836608045	-339.08343513246484	20.0	0.0	1050	120600	-1878.046074497199	-93.81252777184626
2893.9838531017303	12	-175.66695391672297	-9.525304130778409	64.918071617165	-25.545724354650755	-343.75891444360576	20.0	0.0	1050	130650	-1823.7878822200719	-91.58874877549441
3116.9351081848145	13	-174.82135026540567	-9.42423244144824	62.29486658712004	-41.78416257644087	-400.6345088058479	20.0	0.0	1050	140700	-2122.282832072999	-106.53288679200762
3340.7818632125854	14	-170.18606760640986	-9.2576891289497	70.71567114140163	-35.445372331655804	-398.94763876014076	20.0	0.0	1050	150750	-1664.310056178004	-83.86364720757888
3562.903158903122	15	-177.06896094713724	-9.468276607903858	64.84014369120085	-38.83874081039382	-395.4514260321224	20.0	0.0	1050	160800	-1952.1990034580997	-97.72336412413097
3785.5175189971924	16	-167.68815034034685	-9.058675582351517	65.76322477950725	-28.067136519544107	-337.26373454313926	20.0	0.0	1050	170850	-3577.3412710093958	-179.11241390331318
4006.3801090717316	17	-168.58829761093278	-9.153629216830286	65.65178159226663	-32.98690122966461	-339.75241049537124	20.0	0.0	1050	180900	-2103.4981365393096	-105.71833670438288
4227.298952102661	18	-164.13987532323426	-8.801625713995062	59.119361873491656	-37.59996358856063	-327.02284451868695	20.0	0.0	1050	190950	-1207.8089384189566	-61.115190723762964
4448.076851129532	19	-170.0204979162263	-9.190460297455662	59.54342431358141	-35.02146116599487	-321.97264449483606	20.0	0.0	1050	201000	-2785.9201485432854	-140.0247075911197
4668.797806978226	20	-171.4112803530494	-9.195181624372006	66.4915960004453	-30.844531162418495	-376.64153286857083	20.0	0.0	1050	211050	-3318.5969999434615	-166.38202823448736
4889.690522193909	21	-157.4417127267053	-8.508552159879885	60.424210026527625	-41.2803777818788	-360.593326941532	20.0	0.0	1050	221100	-1290.0250145865282	-64.17665056314866
5112.043756008148	22	-179.38925642829423	-9.580219512390483	68.7170636677702	-33.52760342185809	-332.48930041619445	20.0	0.0	1050	231150	-2888.1346541965736	-144.25244370507792
5333.7917540073395	23	-164.27044086143897	-9.023818579407855	63.565583377722305	-34.805875694550636	-367.2545719944419	20.0	0.0	1050	241200	-1551.106880686247	-76.98409341873086
5555.440639972687	24	-165.67450226177493	-9.097507418652219	66.38291820442547	-28.322140953328276	-359.1749972059344	20.0	0.0	1050	251250	-2836.2178938123748	-141.08232579115904
5778.261364221573	25	-179.02501827237876	-9.750951550485405	62.766776284984815	-44.26064460430463	-381.4306588671184	20.0	0.0	1050	261300	-3285.8453164381112	-163.66075325405646
6000.5368230342865	26	-170.05734547821206	-8.972214946802623	63.40436149664036	-27.427661472030085	-349.6816703383879	20.0	0.0	1050	271350	-4493.828022975366	-225.35144735611675
6236.281694173813	27	-164.1041344422675	-8.905267686443096	65.48470581111896	-27.20882981034454	-344.1283805988578	20.0	0.0	1050	281400	-5517.57368891521	-275.5174905857911
6459.84322810173	28	-163.47983271149184	-8.735543271822216	59.997122713485716	-26.379536352831913	-334.9370716471307	20.0	0.0	1050	291450	-4846.176067744865	-242.17310738035687
6690.3549699783325	29	-160.23147519039387	-8.821581899179519	65.12171602567788	-36.019863672009414	-332.9727404984109	20.0	0.0	1050	301500	-2184.561553481694	-108.83447274998301
6916.064895153046	30	-165.42797924199266	-8.836160161665783	64.34937409558344	-30.263174348553306	-354.8163784967125	20.0	0.0	1050	311550	-3119.9129223866626	-155.49917516402465
7144.370942115784	31	-161.48684778236552	-8.847501851204274	66.1964891295558	-29.448240770129676	-327.95902547951874	20.0	0.0	1050	321600	-2735.506400955573	-136.18069990498083
7372.314620256424	32	-158.9620427548166	-8.689389723229278	64.42792633408854	-29.35067499822428	-336.75281341379815	20.0	0.0	1050	331650	-3486.215164017167	-174.6251559647973
7608.491685152054	33	-164.0759626776748	-8.926897211004466	62.18872398721233	-30.91192617515946	-334.72785436207994	20.0	0.0	1050	341700	-903.4081925409319	-45.349152324539105
7843.617125034332	34	-152.76301286937363	-8.031721878748806	62.00580150937175	-29.066407279003524	-319.25604689178914	20.0	0.0	1050	351750	-2353.195750441723	-117.40422876362403
8067.568529129028	35	-152.0864488632982	-8.071226815559113	60.9831757918167	-23.76070109997658	-313.79942334698103	20.0	0.0	1050	361800	-759.5596538718024	-38.27663890666759
8290.236855983734	36	-165.58575940631573	-8.87021625159258	64.2031172108331	-19.734951530906553	-357.8907304450405	20.0	0.0	1050	371850	-1666.3282988007675	-83.93934939963036
