,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-144.23824991594807,32.46370431687846,-189.67540887887822,-67.34835858399477,,
1,-237.44675040697635,197.06073600331496,-622.8412362887472,38.09362375610375,15.459772109985352,0.05354221910238266
