,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-149.26128747768385,42.27760714374628,-223.25717082442634,-66.4283705166654,,
1,0,-177.56313313547716,181.77409554819405,-535.1913348652054,4.340483112017168,13.646188735961914,0.11984572559595108
2,1,-97.37688630993507,27.931191916453667,-144.40839123522744,-56.01319458349007,21.250534057617188,0.079994797706604
3,2,-85.67126892142836,20.663357090293676,-137.84904995643797,-58.519013804781984,0.0919015184044838,0.04291050136089325
4,3,-91.98807529460194,14.67017693038594,-114.1923768529544,-60.65737734083322,0.028269940987229347,0.01399938203394413
5,4,-49.00934603736209,37.592925029875495,-113.02792562151755,-1.0335175869262088,0.02101166360080242,0.01667630486190319
6,5,26.721749211798226,22.140911317347516,-5.235332733931008,68.14770813657141,0.014797931537032127,0.011982852593064308
7,6,29.348916461731232,32.14332853210712,-27.61400510395361,68.46698363863845,0.014001049101352692,0.01237347349524498
8,7,43.21547076777709,21.72005980318268,10.392148523511876,75.01577084483063,0.014392366632819176,0.018406575545668602
9,8,79.10207480346128,25.823209822478002,49.04086676086804,133.06324639344112,0.011742656119167805,0.007382906507700682
10,9,125.50772168012445,29.77139552489412,85.28638271423308,189.31941138229053,0.009984402917325497,0.007166670635342598
11,10,192.5584453588925,25.268916619279402,128.27062522624288,214.31883655303756,0.008775678463280201,0.004394307266920805
