Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
61.927452087402344	0	-183.46623	38.152187	-106.43965	-301.45407	151.0	0.0	30049	30049
121.14163994789124	1	-138.63553	31.212025	-57.56145	-217.82158	151.0	0.0	30049	60098
178.60689997673035	2	-132.93489	34.418797	-49.15848	-247.2723	151.0	0.0	30049	90147
237.4337718486786	3	-122.39865	38.69107	-39.681625	-254.5633	151.0	0.0	30049	120196
294.81804490089417	4	-116.4653	31.398361	-27.29866	-227.8376	151.0	0.0	30049	150245
353.7031338214874	5	-105.144455	31.59717	-26.365671	-213.19112	151.0	0.0	30049	180294
411.26496601104736	6	-100.68105	27.435085	-17.590036	-197.09018	151.0	0.0	30049	210343
470.03074979782104	7	-94.5824	25.293613	-20.300308	-167.30505	151.0	0.0	30049	240392
527.5312049388885	8	-91.45693	23.665821	-13.763588	-203.11497	151.0	0.0	30049	270441
586.4235508441925	9	-87.15319	24.175081	-22.460808	-176.51195	151.0	0.0	30049	300490
643.8263998031616	10	-82.29239	26.007412	-25.108759	-209.13748	151.0	0.0	30049	330539
702.5890097618103	11	-76.11495	24.586088	-13.49099	-167.26135	151.0	0.0	30049	360588
759.9324209690094	12	-73.29942	27.426968	-5.150132	-187.18347	151.0	0.0	30049	390637
818.6488139629364	13	-68.39988	22.27695	-13.983265	-140.85666	151.0	0.0	30049	420686
876.1855108737946	14	-67.87658	25.749388	-0.4887619	-155.79382	151.0	0.0	30049	450735
935.0591568946838	15	-57.02464	25.915222	26.365843	-156.63605	151.0	0.0	30049	480784
992.5707728862762	16	-53.0149	23.354294	8.787059	-141.52942	151.0	0.0	30049	510833
1051.4784648418427	17	-52.332573	20.965654	21.233677	-130.12854	151.0	0.0	30049	540882
1109.059895992279	18	-50.384	19.282202	7.3975334	-108.59052	151.0	0.0	30049	570931
1167.9614250659943	19	-46.940434	17.901554	-1.1300344	-109.41462	151.0	0.0	30049	600980
1225.5306091308594	20	-46.02565	15.169957	-3.1104593	-97.166016	151.0	0.0	30049	631029
1284.4518938064575	21	-40.69833	14.755418	-11.41465	-124.49259	151.0	0.0	30049	661078
1342.0262031555176	22	-37.095234	15.522707	0.45359993	-109.27004	151.0	0.0	30049	691127
1401.0111248493195	23	-34.030937	15.996931	12.476498	-92.44954	151.0	0.0	30049	721176
1458.608323097229	24	-32.328484	16.802599	-0.21340656	-86.411736	151.0	0.0	30049	751225
1517.4766340255737	25	-27.552069	15.227552	11.106266	-96.68846	151.0	0.0	30049	781274
1575.032506942749	26	-23.477343	17.577896	12.374897	-87.441635	151.0	0.0	30049	811323
1633.8285548686981	27	-12.4489565	17.39143	26.680439	-68.822464	151.0	0.0	30049	841372
1691.4447977542877	28	-6.5159106	19.351103	36.024338	-74.86402	151.0	0.0	30049	871421
1750.3321959972382	29	-5.8103356	24.24889	37.98087	-80.04043	151.0	0.0	30049	901470
1807.6407988071442	30	-2.124674	24.137114	42.406784	-88.440216	151.0	0.0	30049	931519
1866.3781399726868	31	1.3910706	21.140797	41.95159	-88.48988	151.0	0.0	30049	961568
1923.9114248752594	32	13.007132	20.170301	53.488613	-53.018795	151.0	0.0	30049	991617
1982.784138917923	33	18.871737	21.351007	62.157253	-73.56858	151.0	0.0	30049	1021666
2040.3466968536377	34	25.100477	22.567822	71.62636	-63.693485	151.0	0.0	30049	1051715
2099.251613855362	35	27.177032	22.582869	70.82929	-58.572514	151.0	0.0	30049	1081764
2156.7011370658875	36	29.990612	22.456198	71.119385	-71.63897	151.0	0.0	30049	1111813
2215.343190908432	37	45.621456	17.188969	90.445175	-18.146645	151.0	0.0	30049	1141862
2272.902650117874	38	47.72127	24.184702	95.07192	-52.106316	151.0	0.0	30049	1171911
2331.6844489574432	39	51.359627	22.710228	96.49376	-34.16213	151.0	0.0	30049	1201960
2389.0054399967194	40	57.18976	22.293955	93.14383	-62.40564	151.0	0.0	30049	1232009
2447.783632040024	41	55.41742	20.53742	99.05908	-42.1783	151.0	0.0	30049	1262058
2505.284884929657	42	58.346115	23.533802	103.57654	-44.955593	151.0	0.0	30049	1292107
2564.1038649082184	43	51.764977	31.995237	96.90524	-55.531868	151.0	0.0	30049	1322156
2621.6390459537506	44	69.68482	21.1502	113.78566	-21.051065	151.0	0.0	30049	1352205
2680.407084941864	45	52.385395	26.88306	112.77213	-37.84402	151.0	0.0	30049	1382254
2737.863748073578	46	67.251945	24.250135	112.13396	-37.27346	151.0	0.0	30049	1412303
2796.6264700889587	47	79.657166	26.264078	128.86691	-58.067986	151.0	0.0	30049	1442352
2854.0334570407867	48	91.9355	17.62369	129.07602	20.052896	151.0	0.0	30049	1472401
2912.83966088295	49	93.93316	19.636312	131.74306	-43.15097	151.0	0.0	30049	1502450
2970.2497777938843	50	82.36675	28.063618	125.86494	-54.807137	151.0	0.0	30049	1532499
3029.0680298805237	51	80.10089	27.750095	134.82668	-42.136307	151.0	0.0	30049	1562548
3086.43466591835	52	93.42421	25.01813	136.71962	-16.856934	151.0	0.0	30049	1592597
3145.241119861603	53	105.60194	21.446196	143.95866	-31.93309	151.0	0.0	30049	1622646
3202.598525762558	54	110.25175	21.62889	151.01492	24.206474	151.0	0.0	30049	1652695
3261.405800819397	55	111.62048	20.970419	152.32126	-15.844505	151.0	0.0	30049	1682744
3318.933086872101	56	110.645706	21.61342	155.81175	16.916824	151.0	0.0	30049	1712793
3377.66925406456	57	102.70788	25.766083	155.0119	-2.2551746	151.0	0.0	30049	1742842
3435.0728969573975	58	104.979004	21.28119	152.24121	28.042278	151.0	0.0	30049	1772891
3493.922124862671	59	99.26686	39.46113	163.48462	-38.399483	151.0	0.0	30049	1802940
3551.3535759449005	60	108.30384	29.36519	158.18564	-28.761234	151.0	0.0	30049	1832989
3610.0639379024506	61	118.027954	25.0797	158.54709	-17.088106	151.0	0.0	30049	1863038
3667.5058538913727	62	121.976006	20.540424	163.68674	30.260536	151.0	0.0	30049	1893087
3726.1075699329376	63	128.14963	21.095482	170.39447	1.5036035	151.0	0.0	30049	1923136
3783.5157930850983	64	128.15524	26.750078	165.83943	-9.460412	151.0	0.0	30049	1953185
3842.3051760196686	65	124.70545	17.18119	161.97794	49.048557	151.0	0.0	30049	1983234
3899.703094959259	66	124.94249	20.278234	161.45013	4.3807316	151.0	0.0	30049	2013283
3958.4239280223846	67	121.54207	24.004887	162.23232	2.584612	151.0	0.0	30049	2043332
4015.8295238018036	68	124.44414	25.755095	173.59503	-0.25430298	151.0	0.0	30049	2073381
4074.4258201122284	69	130.70535	21.323172	178.78902	51.145714	151.0	0.0	30049	2103430
4131.820534944534	70	135.55508	22.880484	172.11275	2.1388888	151.0	0.0	30049	2133479
4190.728514909744	71	135.24219	18.85779	180.6163	41.144165	151.0	0.0	30049	2163528
4248.149453878403	72	139.48868	24.356997	181.88562	-12.701223	151.0	0.0	30049	2193577
4306.908401727676	73	132.08043	23.67274	168.34906	7.7603035	151.0	0.0	30049	2223626
4364.124775886536	74	124.13399	22.168825	185.02237	48.928272	151.0	0.0	30049	2253675
4422.901782035828	75	135.25371	22.145676	172.33983	54.016827	151.0	0.0	30049	2283724
4480.300784111023	76	139.24146	23.42997	177.79385	-11.954609	151.0	0.0	30049	2313773
4539.119415044785	77	147.37532	19.216085	192.53737	61.527847	151.0	0.0	30049	2343822
4596.494879961014	78	137.93492	25.505692	201.43878	23.8485	151.0	0.0	30049	2373871
4655.180794000626	79	112.59351	29.272623	172.2045	-15.020124	151.0	0.0	30049	2403920
4712.424046039581	80	127.13336	26.381725	183.37454	49.319206	151.0	0.0	30049	2433969
4771.132077932358	81	153.61032	24.459269	208.59473	45.359737	151.0	0.0	30049	2464018
4828.545211791992	82	132.25244	42.133797	186.41463	-29.817661	151.0	0.0	30049	2494067
4887.347305774689	83	144.34737	23.997091	187.36041	-3.36757	151.0	0.0	30049	2524116
4944.702279806137	84	136.7424	15.888587	173.49225	86.00479	151.0	0.0	30049	2554165
5003.301958799362	85	135.54851	16.735317	169.71954	90.73353	151.0	0.0	30049	2584214
5060.6748559474945	86	143.71684	23.317247	191.27866	7.4853325	151.0	0.0	30049	2614263
5119.4577169418335	87	146.4324	28.508818	192.8956	-20.719582	151.0	0.0	30049	2644312
5176.84451508522	88	141.61252	27.877478	198.98276	-5.329507	151.0	0.0	30049	2674361
5235.6348757743835	89	144.6669	21.205778	184.28769	80.889854	151.0	0.0	30049	2704410
5292.977890968323	90	141.50642	28.848692	196.80846	5.889657	151.0	0.0	30049	2734459
5351.768755912781	91	155.07571	23.488594	203.28098	57.712975	151.0	0.0	30049	2764508
5409.210443019867	92	155.08893	22.581448	199.1797	53.288532	151.0	0.0	30049	2794557
5467.931618928909	93	154.00131	22.54909	199.51855	40.667538	151.0	0.0	30049	2824606
5525.3360550403595	94	147.93257	24.729347	188.12703	-12.997595	151.0	0.0	30049	2854655
5584.070331811905	95	143.40578	23.480106	191.79892	21.994953	151.0	0.0	30049	2884704
5641.344522953033	96	139.39517	23.170778	207.31076	55.9168	151.0	0.0	30049	2914753
5699.8685801029205	97	137.6603	25.44491	182.4682	-14.571051	151.0	0.0	30049	2944802
5757.290046930313	98	131.55344	26.60733	192.30814	-15.999502	151.0	0.0	30049	2974851
5815.975590705872	99	147.07506	25.790709	190.6838	32.283302	151.0	0.0	30049	3004900
