Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
167.9975142478943	0	-174.55472524474402	-9.58341340355517	69.96689825684062	-36.63723531448488	-347.29438963190086	20.0	0.0	1100	10100	-212.43152803884593	-13.011929080975698
336.0910630226135	1	-164.30212047418607	-10.031688288850333	61.8093298868218	-36.55682486591944	-347.64922584030694	20.0	0.0	1100	20200	-173.70611318941926	-9.84988880896364
506.02728486061096	2	-154.805171508653	-8.33557033901911	60.8390482053283	-37.74838169643755	-313.79745911574895	20.0	0.0	1100	30300	-164.16472188804954	-9.376543681694734
674.4251110553741	3	-161.65044108839018	-8.919670174758199	65.459773237664	-34.95201918227554	-369.6460563765441	20.0	0.0	1100	40400	-205.73548922886084	-12.657636760739962
835.7434568405151	4	-148.03759425663492	-7.406971339855086	59.622004460822865	-41.55505196050722	-353.88199907435404	20.0	0.0	1100	50500	-188.45799975788924	-12.428738849586125
1001.962503194809	5	-127.5334588418189	-6.557604256927699	52.44398529334037	-30.380982664640417	-286.66010058986865	20.0	0.0	1100	60600	-265.47662647313246	-18.0255179779396
1171.784970998764	6	-126.3217559904923	-6.857499249936313	48.121573070180396	-41.36104043162487	-317.2424932370481	20.0	0.0	1100	70700	-250.18465760470465	-17.260539634970765
1340.4600841999054	7	-125.51983531552699	-6.8126277695914474	44.363533531335214	-33.82179982986444	-272.1114010243503	20.0	0.0	1100	80800	-259.0975878982963	-18.271004813907513
1510.2887411117554	8	-122.29201247183039	-6.873889209950805	40.91341529209131	-28.7877601869143	-264.6486417236632	20.0	0.0	1100	90900	-249.576118578914	-15.768675123959907
1680.4906179904938	9	-127.4379878756847	-6.953814691706562	51.10260776791699	-38.192275124547535	-347.8763359634692	20.0	0.0	1100	101000	-274.03403268678494	-19.529038576470597
1852.5831100940704	10	-118.86974051018393	-6.811085462424355	38.15408317876133	-36.558202402605	-239.78260575349893	20.0	0.0	1100	111100	-264.83882343001886	-19.564102498207184
2020.3999330997467	11	-123.68364658985963	-7.30387382218065	34.6244111364884	-35.167046303176505	-220.14045975800164	20.0	0.0	1100	121200	-291.6806388418184	-21.355181069687802
2178.761384010315	12	-122.45866177477164	-7.380008114967146	37.48179963047017	-35.56805067514717	-278.4779552669968	20.0	0.0	1100	131300	-265.60046980175554	-18.722136168063358
2349.1054360866547	13	-118.10122162080661	-7.092679438309478	38.739377321035214	-36.06565419624885	-272.54655490913626	20.0	0.0	1100	141400	-282.86343613047785	-20.16013849146353
2527.8362798690796	14	-114.45050279687698	-7.614123782588516	35.60254584256848	-48.505389804808324	-236.2738153255791	20.0	0.0	1100	151500	-247.72438816171965	-17.669014660605235
2702.3252589702606	15	-115.23765383658747	-6.695683953856445	37.44591808750344	-33.14230776496644	-271.8497106016597	20.0	0.0	1100	161600	-247.25587910135235	-18.408207042084573
2877.4944639205933	16	-119.4075960401303	-6.896442698518695	38.46327178476889	-39.04136686514854	-253.5646342788749	20.0	0.0	1100	171700	-268.9488827850211	-21.262165763658857
3053.422744989395	17	-117.64202986867156	-7.923578916768037	35.43800720907483	-39.085991291369126	-263.0775341463082	20.0	0.0	1100	181800	-274.39125739762306	-19.236848398505387
3228.377002954483	18	-123.93078508340572	-6.73700553726869	38.73085267693067	-46.777643838727826	-246.45693172590626	20.0	0.0	1100	191900	-230.04307803390847	-17.421531355780107
3403.943871974945	19	-121.6538053457396	-7.722480682187033	38.252273925881234	-47.92934791695467	-261.1679906775644	20.0	0.0	1100	202000	-286.31098988196686	-20.63264584620176
3581.1321189403534	20	-123.75027984051216	-7.0721171079271645	39.32804652591718	-38.50341369819515	-287.1083378207328	20.0	0.0	1100	212100	-257.5278274252461	-18.86771416109841
3757.7863941192627	21	-119.38211091972269	-7.266776461138392	31.7802368029858	-36.37244663660765	-223.38312462965766	19.992574257425744	0.14907074183082725	1100	222200	-274.38491055260647	-20.38530258442643
3934.320927143097	22	-117.78199764158919	-7.643845781255669	33.698708174434124	-45.33681482028068	-223.18679819023728	20.0	0.0	1100	232300	-290.83928532850547	-19.976565970328963
4115.670871019363	23	-120.97559480601869	-8.044950598254209	34.57406146533721	-39.497527927601524	-239.26964029482988	19.977777777777778	0.446661138716484	1100	242400	-292.22562473797467	-20.93934721383095
4298.247287034988	24	-117.02805918326617	-7.889359723933408	33.56459126734693	-47.08901953653726	-272.7089035023774	20.0	0.0	1100	252500	-277.4640532558253	-20.36822189626791
4480.677556037903	25	-118.99266237854754	-7.861933279965842	35.56689035410259	-34.54286392457039	-227.01058432402561	20.0	0.0	1100	262600	-260.94832675611605	-19.408434973325278
4662.375309944153	26	-120.13056550434406	-7.406650829808694	33.764037945418785	-40.54015464032437	-244.72631327932805	20.0	0.0	1100	272700	-279.0666087800122	-20.992868037133622
4843.60959982872	27	-117.06281403548456	-7.707163224718823	33.130011785480164	-49.340246004573025	-241.2239532195207	20.0	0.0	1100	282800	-279.8104973885171	-19.855737925605425
5023.636009216309	28	-118.09286256345872	-7.079189810870696	33.36084323297626	-43.65273250009778	-231.59760172846427	20.0	0.0	1100	292900	-278.16053538871006	-20.20969230090869
5203.737200021744	29	-114.47458235117982	-7.335246954881023	32.74920487120724	-47.17707566927731	-225.99120860906893	20.0	0.0	1100	303000	-256.08051413043626	-19.232970539190635
5383.537663936615	30	-116.92400152991846	-7.073569522901619	32.60585207739592	-42.21571315736596	-232.6298191157644	20.0	0.0	1100	313100	-233.6859851122131	-17.615713683075015
