,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-148.26257352679386,35.0677425016198,-222.16976825710202,-93.59572946205469,,
1,0,-201.43513961534455,102.2416425491529,-368.9435676099656,-71.39402186931717,16.532466888427734,0.15011486411094666
2,1,-118.57975390281008,26.421686796185746,-158.7857785008536,-76.00562462452201,13.087617874145508,0.04728301614522934
3,2,-101.55546067581584,25.236022583690968,-132.77899813215873,-46.66753262815822,0.04874325543642044,0.025223949924111366
4,3,-48.32616632448886,38.86187505149212,-109.26626132264687,19.186724965051596,0.022960375994443893,0.008409691974520683
5,4,-29.359563794605787,22.543532655664393,-58.9902275059885,12.719788330497382,0.014071395620703697,0.011786970309913158
6,5,-47.06163685282588,25.315648095729706,-79.33766594950315,-4.46059597663082,0.009907019324600697,0.009758103638887405
7,6,12.699027545219387,24.48980353603235,-10.759176473769287,66.18930830098472,0.009471039287745953,0.011224785819649696
8,7,-13.708893015942133,21.392165722058188,-51.12511961719558,17.57591819437702,0.00802090298384428,0.00592454057186842
9,8,12.958503983752115,33.93853579241387,-39.53660754105713,57.74473769064309,0.007924467325210571,0.005768369417637587
10,9,72.00588959315198,39.050895423152305,12.367557067959773,133.30450859167638,0.004568365402519703,0.004257130436599255
11,10,126.49712078301494,34.29837424207912,83.75588621612648,195.94025987988545,0.004428492393344641,0.0048706731759011745
