Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	14.573230981826782	1000	2000	-30.525801488630954	-694.9965170050915	3	2000
1	28.115938901901245	1000	3000	-30.525801488630954	-3000.3278997778934	4	3000
2	41.46975302696228	1000	4000	-30.525801488630954	-3003.6150780913003	5	4000
3	55.03416895866394	1000	5000	-30.525801488630954	-73.13091862603514	7	5000
4	68.58232378959656	1000	6000	-30.525801488630954	-689.9608134396021	9	6000
5	82.29842400550842	1000	7000	-30.525801488630954	-2651.6122204800345	10	7000
6	95.81737184524536	1000	8000	-26.71084780263057	-26.71084780263057	16	8000
7	109.30143404006958	1000	9000	-26.71084780263057	-249.62792277020404	19	9000
8	122.7828950881958	1000	10000	-15.019094896569952	-73.14917079853555	30	10000
9	136.2919249534607	1000	11000	-15.019094896569952	-34.89249189816281	33	11000
10	149.76714897155762	1000	12000	-15.019094896569952	-106.19247034545367	60	12000
11	163.1497609615326	1000	13000	-15.019094896569952	-79.58109623673143	64	13000
12	176.6269040107727	1000	14000	-15.019094896569952	-103.8822061880622	71	14000
13	190.05109095573425	1000	15000	-15.019094896569952	-26.67967638775098	73	15000
14	203.42272210121155	1000	16000	-15.019094896569952	-148.6242005114836	87	16000
15	216.7891881465912	1000	17000	-15.019094896569952	-97.98863083067755	98	17000
16	230.15892505645752	1000	18000	-15.019094896569952	-64.91255751171929	104	18000
17	243.53011989593506	1000	19000	-15.019094896569952	-89.94718848176964	108	19000
18	256.9176769256592	1000	20000	-15.019094896569952	-180.82894078078039	112	20000
19	270.3060510158539	1000	21000	-15.019094896569952	-24.377523181259313	125	21000
20	283.6934771537781	1000	22000	-15.019094896569952	-45.62205157171738	132	22000
21	297.1701340675354	1000	23000	-15.019094896569952	-133.58750562119522	138	23000
22	310.5676620006561	1000	24000	-15.019094896569952	-25.92196561867641	155	24000
23	323.9465129375458	1000	25000	-15.019094896569952	-2608.804937014569	156	25000
24	337.3286859989166	1000	26000	-15.019094896569952	-94.47086637362973	172	26000
25	350.70185685157776	1000	27000	-15.019094896569952	-32.55777742284379	173	27000
26	364.08874797821045	1000	28000	-15.019094896569952	-130.56347692801575	191	28000
27	377.5412950515747	1000	29000	-15.019094896569952	-637.1340004951319	196	29000
28	390.92256784439087	1000	30000	-15.019094896569952	-2942.9272544203604	197	30000
29	404.2875599861145	1000	31000	-15.019094896569952	-3026.4474459172625	198	31000
30	417.67220973968506	1000	32000	-15.019094896569952	-213.07989428120138	199	32000
31	431.0369188785553	1000	33000	-15.019094896569952	-3006.8676602543023	200	33000
32	444.4500720500946	1000	34000	-15.019094896569952	-3006.4724820517927	201	34000
33	457.8470630645752	1000	35000	-15.019094896569952	-2969.0833235400287	202	35000
34	471.23290395736694	1000	36000	-15.019094896569952	-3021.96349874673	203	36000
35	484.62281489372253	1000	37000	-15.019094896569952	-3002.921665910983	204	37000
36	498.02430295944214	1000	38000	-15.019094896569952	-30.599365525873573	206	38000
37	511.38903403282166	1000	39000	-15.019094896569952	-3004.0144783099513	207	39000
38	524.7584149837494	1000	40000	-15.019094896569952	-3003.399514376114	208	40000
39	538.1353089809418	1000	41000	-15.019094896569952	-3003.826650623101	209	41000
40	551.507474899292	1000	42000	-15.019094896569952	-3003.0134169697367	210	42000
41	564.8939850330353	1000	43000	-15.019094896569952	-3004.9452871816616	211	43000
42	578.2719559669495	1000	44000	-15.019094896569952	-3004.739988889759	212	44000
43	591.6528270244598	1000	45000	-15.019094896569952	-2998.439935250947	213	45000
44	605.0440719127655	1000	46000	-15.019094896569952	-3011.8867748332746	214	46000
45	618.4526467323303	1000	47000	-15.019094896569952	-3002.1547417497277	215	47000
46	631.8340449333191	1000	48000	-15.019094896569952	-3004.1333032564717	216	48000
47	645.2163908481598	1000	49000	-15.019094896569952	-3000.697768931407	217	49000
48	658.597972869873	1000	50000	-15.019094896569952	-3003.0006676925263	218	50000
49	671.976026058197	1000	51000	-15.019094896569952	-3002.6556414134384	219	51000
50	685.3904340267181	1000	52000	-15.019094896569952	-3004.1673897573014	220	52000
51	698.7490639686584	1000	53000	-15.019094896569952	-3002.664221880565	221	53000
52	712.1273610591888	1000	54000	-15.019094896569952	-3003.3014309405867	222	54000
53	725.5040459632874	1000	55000	-15.019094896569952	-3006.1929284920543	223	55000
54	738.887941122055	1000	56000	-15.019094896569952	-3002.089303724161	224	56000
55	752.2775700092316	1000	57000	-15.019094896569952	-3001.4753429500392	225	57000
56	765.6501939296722	1000	58000	-15.019094896569952	-3002.7491743066953	226	58000
57	779.0286729335785	1000	59000	-15.019094896569952	-3003.986137718052	227	59000
58	792.3950037956238	1000	60000	-15.019094896569952	-3003.16372110874	228	60000
59	805.7840161323547	1000	61000	-15.019094896569952	-3006.363649319844	229	61000
