,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-148.15551940181018,43.45399011068162,-236.3054215901986,-64.56749080028635,,
1,-13.643103699443932,122.44169438315855,-185.12347001165574,197.7114859576776,14.731715202331543,0.11587437242269516
