Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
182.9342110157013	0	-179.2286494484663	-10.125879580806181	65.60076407085731	-38.51264965405515	-361.1815875920816	20.0	0.0	1100	10100	-2668.9927149540727	-134.69757859443354
349.0726478099823	1	-193.37698092306246	-11.428938248118964	77.22617220737041	-30.714914694389964	-468.34257509586837	20.0	0.0	1100	20200	-2354.7211366405227	-116.60280833057605
511.65756583213806	2	-158.17332287097187	-8.967846936316596	64.03338142333314	-32.74077467682884	-347.64998619022407	20.0	0.0	1100	30300	-1875.123252026154	-93.79017585361872
683.5478010177612	3	-172.67534146719925	-9.686826223687936	71.47555241953685	-31.293471112128284	-352.9378405156843	20.0	0.0	1100	40400	-3577.3037843323077	-179.6982398551511
850.1781821250916	4	-176.64892151019603	-10.621323176955341	75.61108044319985	-36.0321389336979	-397.27111630945666	20.0	0.0	1100	50500	-4196.833486877246	-216.81479678092134
1009.4541921615601	5	-194.8611995714661	-13.17638134185075	83.62164155558058	-39.02713428091863	-560.6792532010088	20.0	0.0	1100	60600	-2369.4321167882295	-123.63450083874574
1179.6361441612244	6	-188.84736831322934	-11.964371974381908	83.36813903842335	-27.26653701840946	-464.5280785304665	20.0	0.0	1100	70700	-2786.158854291494	-139.38002238092477
1346.548152923584	7	-168.72377179308222	-9.228709446104942	65.30777597412609	-28.120721095329948	-361.46821296254416	20.0	0.0	1100	80800	-3461.045570516416	-174.79679323873114
1514.9197218418121	8	-165.76466349406215	-9.721616070777996	66.76776240323174	-30.01473628310793	-385.67829766012335	20.0	0.0	1100	90900	-2549.112245488161	-126.65972084453661
1684.0656909942627	9	-164.23330970216406	-8.821311318253466	67.97558217182268	-34.457954560881255	-371.9918870627702	20.0	0.0	1100	101000	-3153.7658496962267	-158.3922700149616
1848.7574398517609	10	-170.89516134530376	-9.425139271815391	63.683675954440524	-33.47288477244415	-336.129873961937	20.0	0.0	1100	111100	-1849.6059013535728	-92.71794708960482
2020.3794429302216	11	-177.61203338345902	-10.085886541742203	71.45051733030301	-36.10478530856679	-384.59044534477346	20.0	0.0	1100	121200	-2294.9943775663733	-114.67776267646967
2187.1234691143036	12	-164.76547370546228	-9.289792190272179	64.82247339612302	-37.597999485798404	-343.4896277385006	20.0	0.0	1100	131300	-1480.0610474139569	-74.91349879655081
2356.535449028015	13	-162.15692412973968	-8.743447471430452	64.29594637804719	-30.64279234021929	-334.8355110921432	20.0	0.0	1100	141400	-2654.5077492170144	-133.75811047391537
2521.265356063843	14	-165.53037264369732	-9.096791203369799	64.17243544559962	-29.791480669123818	-360.9173147458741	20.0	0.0	1100	151500	-3165.9254720185463	-159.1067969061504
2687.457314968109	15	-160.067162436825	-8.582348535056395	64.49823573349391	-40.094500501914574	-396.65541474062627	20.0	0.0	1100	161600	-1756.7662700836825	-88.20822514147183
2859.3809158802032	16	-170.9076967082513	-9.001357000678004	68.34452249226896	-25.33385758563241	-346.8187062182547	20.0	0.0	1100	171700	-2978.691244807895	-148.6104374828279
3030.778751850128	17	-170.70888889341666	-9.405742529901877	67.93757845444364	-32.7034360569493	-380.5116818821351	20.0	0.0	1100	181800	-3201.1840852035093	-160.4961718907246
3194.4679939746857	18	-170.6886114159516	-9.259723050262323	64.12871863217856	-30.101758120033146	-373.0467453308659	20.0	0.0	1100	191900	-2137.410041058681	-107.72720455967678
3362.9089980125427	19	-162.62106290542957	-8.77639320990446	65.72709136569783	-28.052002766964012	-355.401598988569	20.0	0.0	1100	202000	-1907.7557784196295	-95.95176071756387
3533.4617919921875	20	-167.67985824576598	-9.127420007743693	65.01467092023357	-36.33806633562836	-353.06092741295646	20.0	0.0	1100	212100	-1798.0108452016307	-91.16798717608157
3703.8488008975983	21	-173.13201684372933	-9.567534534318588	65.44450485065556	-30.06816450525668	-342.93912872626026	20.0	0.0	1100	222200	-2556.9159512697133	-127.85792121007117
3876.956874847412	22	-161.11066729243603	-8.693034666878662	61.24485522980264	-41.766007405292434	-342.72590098711987	20.0	0.0	1100	232300	-2105.7652178404187	-106.07600503211273
4050.9389691352844	23	-164.63009956858812	-9.081200469458679	65.55948308096895	-34.32111995092191	-347.96225145809865	20.0	0.0	1100	242400	-2750.613840956941	-138.29546770967752
4223.7697677612305	24	-175.08050209410257	-9.32230306563832	68.57674909598289	-32.37414191854741	-373.00494622384576	20.0	0.0	1100	252500	-2021.753928176094	-102.02421722516418
4395.837073802948	25	-165.22171140499646	-8.808325833562535	63.5328832448505	-29.483995962796094	-333.53031820911457	20.0	0.0	1100	262600	-3432.0619201659692	-172.61841686845216
4566.580806016922	26	-165.204103549328	-8.940308816632927	61.24002573777262	-35.95617897288815	-333.73714650499863	20.0	0.0	1100	272700	-2007.8144485294436	-100.62607793305156
4742.765142917633	27	-170.85464828313937	-9.130542802445666	60.00652219129073	-34.62583899796228	-341.2038588569504	20.0	0.0	1100	282800	-3068.5209068006106	-154.50125126035047
4916.194683074951	28	-165.92664611780964	-8.950555225280784	65.52460156220003	-34.27128644319882	-341.5003260619722	20.0	0.0	1100	292900	-3611.274081365406	-181.47723928166099
5089.973757982254	29	-162.70854181478398	-8.83194450599768	66.63027187952775	-26.874369544684814	-345.576398194523	20.0	0.0	1100	303000	-2589.4999813161457	-130.08923421451266
5264.091226100922	30	-159.62828005936097	-8.634459927085244	60.42642510112141	-32.53777177280302	-328.92015338802884	20.0	0.0	1100	313100	-1561.9601933122917	-79.0610336965515
5437.484986066818	31	-173.97795825092706	-9.388136506392296	67.10687769422462	-32.07981904210364	-437.872427088653	20.0	0.0	1100	323200	-2123.032941705714	-106.8811793558485
5612.614700078964	32	-169.15780122881358	-9.353097779480393	66.03197430858425	-31.625956795835677	-399.41483840780205	20.0	0.0	1100	333300	-2563.1713610833012	-128.63107820468468
5785.970375776291	33	-160.92058891535254	-8.685805680850933	65.96243680353938	-32.675790155829304	-360.2552202798607	20.0	0.0	1100	343400	-3550.1935041151805	-177.27129503167575
5951.803395986557	34	-167.6858559842321	-8.959141238017839	66.1157802957447	-33.10955362540701	-404.1240476492155	20.0	0.0	1100	353500	-2644.346880341968	-132.4820126689332
6126.187659978867	35	-156.60095561224122	-8.151055858370073	60.447878693652015	-34.02601030665367	-327.5875499193762	20.0	0.0	1100	363600	-2783.901888747096	-139.80919229056747
6293.2161729335785	36	-158.9066020321964	-8.569337306550352	60.42917678305947	-28.633945765966835	-336.89530722105263	20.0	0.0	1100	373700	-1573.6795304062553	-79.32881512299504
6458.902338027954	37	-158.49229827954716	-8.621206487379569	62.77585983923614	-13.080558565118707	-334.4536314804259	19.9679012345679	0.6451772003682545	1100	383800	-2379.6922590070503	-119.17027825287988
6624.37758398056	38	-158.7853614105526	-8.555978030966159	62.10869203914777	-27.50695666603433	-358.3171062412251	20.0	0.0	1100	393900	-3207.2439230976033	-160.24187456617054
6789.413553953171	39	-164.56747367817067	-8.525596914886801	58.47273367147004	-28.94593929207879	-324.09322771691575	20.0	0.0	1100	404000	-3910.721464782958	-196.49635658629975
